country,Code,population,Class,Category,HDI (2018),IHDI (2018),Gini Coefficient(%),Year and survey,Population in Multidimensional poverty (%),Population Vulnerable to Multidimensional poverty (%),Last CPI,Previous CPI,Reference last CPI,last_percent_change_CPI,HAQ_Index,Year_HAQ,"('thousands', 'Accommodation and food service activities')","('thousands', 'Agriculture, Forestry and Fishing')","('thousands', 'Construction')","('thousands', 'Education')","('thousands', 'Finantial and insurance activities')","('thousands', 'Human health and social work activities')","('thousands', 'Manufacturing')","('thousands', 'Mining and Quarrying')","('thousands', 'Other services')","('thousands', 'Public administration and defense; Compulsory social security')","('thousands', 'Real state; Business and administrative activities')","('thousands', 'Total')","('thousands', 'Transport; Storage and Communication')","('thousands', 'Utilities')","('thousands', 'Wholesale and retail trade; repair of motor vehicles')",High impacted sectors (thousands),Medium-high impacted sectors (thousands),Medium impacted sectors (thousands),Low-medium impacted sectors (thousands),Low impacted sectors (thousands),"('percent', 'Accommodation and food service activities')","('percent', 'Agriculture, Forestry and Fishing')","('percent', 'Construction')","('percent', 'Education')","('percent', 'Finantial and insurance activities')","('percent', 'Human health and social work activities')","('percent', 'Manufacturing')","('percent', 'Mining and Quarrying')","('percent', 'Other services')","('percent', 'Public administration and defense; Compulsory social security')","('percent', 'Real state; Business and administrative activities')","('percent', 'Total')","('percent', 'Transport; Storage and Communication')","('percent', 'Utilities')","('percent', 'Wholesale and retail trade; repair of motor vehicles')",Normalized_Confirmed,High impacted sectors (percent),Medium-high impacted sectors (percent),Medium impacted sectors (percent),Low-medium impacted sectors (percent),Low impacted sectors (percent),S1_SIX,S2_SIX,S3_SIX,S4_SIX,S5_SIX,S6_SIX,S7_SIX,S_1,S_10,S_11,S_12,S_13,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,StringencyIx,date_last_stringency,informality_rate,year,countrydesc,cip_2017,cipRank_2017
Mexico,MEX,126000000.0,Upper_Middle_Income,high human development,0.767447,0.594526445,43.4,2016 N,6.302782,4.73742,107.0,107.0,2020-03-01,0.0,62.6,2015.0,4381.462,6951.031,4641.528,2843.423,548.284,1618.826,9395.604,215.935,4619.737,2320.33,3439.906,55885.6,3017.83,382.787,11508.92,28725.89,7637.567,5405.747,6951.031,7165.366,0.078401,0.12438,0.083054,0.050879,0.009811,0.028967,0.168122,0.003864,0.082664,0.041519,0.061553,1.0,0.054,0.006849,0.205937,83.56,0.514012,0.136664,0.096729,0.12438,0.128215,100.0,100.0,100.0,33.33,100.0,100.0,66.67,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,6.0,90.48,2020-04-23,52.2,2017.0,Mexico,0.16616236,22.0
Micronesia (Federated States of),,,,medium human development,0.614158,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova (Republic of),,,,high human development,0.711452,0.63773905,25.9,2012 M,0.943633,3.699733,,,,,,,25.369,485.301,66.81,118.006,16.858,72.477,138.797,2.336,46.394,62.348,43.788,1372.255,79.743,26.711,187.318,395.272,126.137,86.004,485.301,279.542,0.018487,0.353652,0.048686,0.085994,0.012285,0.052816,0.101145,0.001702,0.033809,0.045435,0.03191,1.0,0.058111,0.019465,0.136504,,0.288046,0.09192,0.062673,0.353652,0.20371,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Moldova (Republic of),0.009767143,106.0
Monaco,,,,other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,3170208.0,Lower_Middle_Income,high human development,0.734684,0.634855867,32.3,2013 M,10.16207,19.15367,125.0,123.0,2020-02-01,1.626016,58.5,2015.0,40.905,339.573,73.135,103.088,25.946,40.304,96.672,51.854,37.42,84.922,38.921,1262.641,93.475,24.368,212.058,388.556,130.895,150.935,339.573,252.682,0.032396,0.268939,0.057922,0.081645,0.020549,0.03192,0.076563,0.041068,0.029636,0.067257,0.030825,1.0,0.074031,0.019299,0.167948,11.04,0.307733,0.103668,0.119539,0.268939,0.200122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,9.0,66.67,2020-04-23,24.5,2017.0,Mongolia,0.009694971,107.0
Montenegro,MNE,,,very high human development,0.815934,0.745598317,31.9,2013 M,0.382577,4.269294,105.0,106.0,2020-03-01,-0.9434,80.7,2015.0,19.633,18.642,22.913,14.699,3.84,13.06,14.022,1.428,12.72,20.95,26.625,238.937,17.768,7.508,45.127,105.407,30.488,28.181,18.642,56.217,0.082168,0.078021,0.095896,0.061518,0.016071,0.054659,0.058685,0.005976,0.053236,0.08768,0.111431,1.0,0.074363,0.031423,0.188866,,0.44115,0.127598,0.117943,0.078021,0.23528,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Montenegro,0.00667338,120.0
Morocco,MAR,36029138.0,Lower_Middle_Income,medium human development,0.676439,,39.5,2011 P,18.56642,13.1515,121.0,121.0,2020-02-01,0.0,61.3,2015.0,354.35,3793.086,1129.621,436.184,104.13,119.084,1174.791,77.169,692.164,560.559,243.317,11110.48,562.386,43.479,1820.16,3592.618,1254.55,1310.92,3793.086,1159.306,0.031893,0.341397,0.101672,0.039259,0.009372,0.010718,0.105737,0.006946,0.062298,0.050453,0.0219,1.0,0.050618,0.003913,0.163824,93.73,0.323354,0.112916,0.117989,0.341397,0.104343,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,80.95,2020-04-23,,2017.0,Morocco,0.042472776,61.0
Mozambique,MOZ,29495962.0,Low_Income,low human development,0.446045,0.309079327,54.0,2011 D,72.45246,13.56986,127.0,127.0,2020-03-01,0.0,43.0,2015.0,61.552,9218.755,412.822,289.196,17.008,116.617,625.942,74.648,412.252,223.417,190.411,13186.6,211.824,20.094,1312.064,2189.969,624.076,504.478,9218.755,649.324,0.004668,0.6991,0.031306,0.021931,0.00129,0.008844,0.047468,0.005661,0.031263,0.016943,0.01444,1.0,0.016064,0.001524,0.0995,1.39,0.166075,0.047327,0.038257,0.6991,0.049241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,12.75,73.81,2020-04-23,,2017.0,Mozambique,0.0034759540000000003,133.0
Myanmar,MMR,53708395.0,Low_Income,medium human development,0.584252,0.448417606,38.1,2015/2016 D,38.31586,21.9166,161.0,162.0,2020-01-01,-0.61728,48.4,2015.0,443.839,11787.47,1132.48,791.567,114.964,166.799,2553.019,238.117,1310.808,152.323,541.747,24495.35,1252.954,70.046,3939.215,7477.82,2563.762,1485.561,11787.47,1180.735,0.018119,0.481213,0.046232,0.032315,0.004693,0.006809,0.104225,0.009721,0.053513,0.006218,0.022116,1.0,0.051151,0.00286,0.160815,2.36,0.305275,0.104663,0.060647,0.481213,0.048202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,11.5,80.95,2020-04-23,,2017.0,Myanmar,0.020187108,90.0
Namibia,NAM,2448255.0,Upper_Middle_Income,medium human development,0.645037,0.417482728,59.1,2013 D,38.00218,20.26887,140.0,140.0,2020-03-01,0.0,53.7,2015.0,67.009,166.817,42.305,49.333,14.409,19.656,59.979,14.123,115.422,30.891,51.402,764.295,32.369,8.559,92.022,270.412,147.791,70.837,166.817,108.439,0.087674,0.218263,0.055352,0.064547,0.018853,0.025718,0.078476,0.018478,0.151018,0.040418,0.067254,1.0,0.042351,0.011199,0.120401,290.82,0.353806,0.193369,0.092683,0.218263,0.141881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,66.67,2020-04-23,44.0,2017.0,Namibia,0.014602128999999998,97.0
Nauru,,,,other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,,,medium human development,0.579485,0.429849409,32.8,2016 D,33.98997,22.3266,133.0,132.0,2020-02-01,0.757576,50.8,2015.0,406.683,11069.85,1176.379,357.94,59.564,71.548,1359.173,19.895,729.941,133.227,189.772,17152.84,426.478,70.955,1081.431,3037.059,1156.419,1255.838,11069.85,633.67,0.023709,0.645366,0.068582,0.020868,0.003473,0.004171,0.079239,0.00116,0.042555,0.007767,0.011064,1.0,0.024863,0.004137,0.063047,,0.177059,0.067419,0.073215,0.645366,0.036943,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Nepal,0.003615835,132.0
Netherlands,NLD,17231624.0,High_Income,very high human development,0.933495,0.870214288,28.2,,,,107.0,106.0,2020-03-01,0.943396,89.5,2015.0,446.282,176.313,440.593,653.188,281.778,1479.32,886.73,9.449,400.818,553.38,1334.068,8883.614,780.559,68.677,1372.459,4039.539,1181.377,731.82,176.313,2754.565,0.050237,0.019847,0.049596,0.073527,0.031719,0.166522,0.099816,0.001064,0.045119,0.062292,0.150172,1.0,0.087865,0.007731,0.154493,2021.98,0.454718,0.132984,0.082379,0.019847,0.310073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,85.71,2020-04-23,,2017.0,Netherlands,0.268737591,10.0
New Zealand,NZL,4841000.0,High_Income,very high human development,0.920886,0.835943966,,,,,1044.0,1039.0,2019-12-01,0.481232,86.2,2015.0,149.273,144.473,241.869,243.093,76.908,323.666,236.088,6.106,133.56,137.074,295.478,2603.029,226.45,20.834,368.158,1048.997,360.01,324.883,144.473,724.667,0.057346,0.055502,0.092918,0.093389,0.029546,0.124342,0.090697,0.002346,0.051309,0.052659,0.113513,1.0,0.086995,0.008004,0.141434,229.7,0.402991,0.138304,0.12481,0.055502,0.278394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.25,100.0,2020-04-23,,2017.0,New Zealand,0.064441814,47.0
Nicaragua,NIC,6465513.0,Lower_Middle_Income,medium human development,0.651104,0.501466891,46.2,2011/2012 D,16.26318,13.19079,233.0,230.0,2019-12-01,1.304348,64.3,2015.0,171.474,880.157,122.962,120.35,23.156,60.921,285.899,21.504,270.969,93.667,77.115,2876.435,116.741,17.794,613.727,1148.215,387.71,167.622,880.157,292.732,0.059613,0.305989,0.042748,0.04184,0.00805,0.021179,0.099394,0.007476,0.094203,0.032564,0.026809,1.0,0.040585,0.006186,0.213364,1.55,0.39918,0.134788,0.058274,0.305989,0.101769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.9,2020-04-23,75.0,,,,
Niger,NER,22442948.0,Low_Income,low human development,0.376591,0.27169951,34.3,2012 D,90.47074,5.092934,102.0,102.0,2020-02-01,0.0,41.0,2015.0,196.088,6517.852,55.365,105.495,10.851,46.256,555.049,11.076,228.203,72.537,52.049,8708.385,119.342,3.544,734.677,1537.863,347.545,77.292,6517.852,227.832,0.022517,0.748457,0.006358,0.012114,0.001246,0.005312,0.063737,0.001272,0.026205,0.00833,0.005977,1.0,0.013704,0.000407,0.084364,29.5,0.176596,0.039909,0.008876,0.748457,0.026162,100.0,0.0,100.0,0.0,100.0,66.67,66.67,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,66.67,2020-04-23,,2017.0,Niger,0.000864979,144.0
Nigeria,NGA,196000000.0,Lower_Middle_Income,low human development,0.534136,0.349330743,43.0,2016/2017 M,51.43121,16.81171,313.0,310.0,2020-02-01,0.967742,51.3,2015.0,1978.655,19581.82,1616.051,2471.496,543.365,1152.476,4762.183,308.72,4870.507,2116.692,1692.523,56498.12,3030.815,226.972,12145.84,20579.2,7901.322,2468.136,19581.82,5967.636,0.035022,0.346592,0.028604,0.043745,0.009617,0.020398,0.084289,0.005464,0.086207,0.037465,0.029957,1.0,0.053645,0.004017,0.214978,4.46,0.364246,0.139851,0.043685,0.346592,0.105625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.7,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1400.0,5.0,80.95,2020-04-23,,2017.0,Nigeria,0.011376258,102.0
North Macedonia,,,,high human development,0.759422,0.660205811,35.6,2011 M,2.53277,2.859983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2017.0,North Macedonia,0.02988661,74.0
Norway,NOR,5311916.0,High_Income,very high human development,0.953688,0.888768335,27.5,,,,111.0,111.0,2020-03-01,0.0,90.5,2015.0,94.278,55.387,227.687,228.733,54.237,572.37,203.031,62.249,124.103,178.5,327.271,2760.937,243.227,34.491,355.373,979.953,367.33,344.173,55.387,1014.094,0.034147,0.020061,0.082467,0.082846,0.019644,0.20731,0.073537,0.022546,0.04495,0.064652,0.118536,1.0,0.088096,0.012492,0.128715,1364.86,0.354935,0.133045,0.124658,0.020061,0.367301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,18525800.0,0.0,85.71,2020-04-23,,2017.0,Norway,0.09696249400000001,36.0
Oman,OMN,4829483.0,High_Income,very high human development,0.833789,0.724654748,,,,,106.0,106.0,2020-02-01,0.0,77.1,2015.0,99.046,124.806,617.143,208.724,31.232,104.656,100.95,166.254,335.526,545.336,99.153,2805.079,94.502,36.88,240.871,540.02,430.028,814.629,124.806,895.596,0.03531,0.044493,0.220009,0.074409,0.011134,0.037309,0.035988,0.059269,0.119614,0.19441,0.035348,1.0,0.03369,0.013148,0.08587,334.2,0.192515,0.153303,0.290412,0.044493,0.319277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.5,100.0,2020-04-23,,2017.0,Oman,0.036264388,68.0
Pakistan,PAK,212000000.0,Lower_Middle_Income,medium human development,0.560446,0.386368417,33.5,2017/2018 D,38.33213,12.91958,132.0,266.0,2020-03-01,-50.3759,43.1,2015.0,1492.386,26018.82,5933.531,3113.352,403.388,1202.998,12037.39,168.279,2698.435,1882.091,1184.095,72490.3,4682.057,557.217,11116.27,25830.14,7380.492,6505.198,26018.82,6755.658,0.020587,0.358928,0.081853,0.042949,0.005565,0.016595,0.166055,0.002321,0.037225,0.025963,0.016335,1.0,0.064589,0.007687,0.153348,45.94,0.356325,0.101814,0.089739,0.358928,0.093194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,100.0,2020-04-23,78.4,2017.0,Pakistan,0.024035791,83.0
Palau,,,,very high human development,0.814246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palestine, State of",,,,medium human development,0.690017,0.596738008,33.7,2014 M,0.955225,5.384471,102.0,101.0,2020-03-01,0.990099,,,32.982,60.673,185.427,102.777,11.125,41.715,126.53,7.22,41.653,129.904,21.323,1024.652,64.718,5.8,192.804,373.639,106.371,203.772,60.673,280.196,0.032188,0.059213,0.180966,0.100304,0.010857,0.040711,0.123486,0.007046,0.040651,0.126779,0.02081,1.0,0.063161,0.00566,0.188165,,0.36465,0.103812,0.198869,0.059213,0.273455,,,,,,,,,,,,,,,,,,,,,,,,2017.0,"Palestine, State of",0.009307618,111.0
Panama,PAN,4176873.0,Upper_Middle_Income,high human development,0.795055,0.626352625,49.9,,,,104.0,105.0,2020-02-01,-0.95238,64.4,2015.0,113.703,278.261,207.197,113.19,46.848,103.427,153.112,7.133,182.417,129.683,134.906,2029.734,183.06,14.086,362.711,764.432,365.477,261.178,278.261,360.386,0.056019,0.137092,0.102081,0.055766,0.023081,0.050956,0.075435,0.003514,0.089872,0.063892,0.066465,1.0,0.090189,0.00694,0.178699,1195.15,0.376617,0.180062,0.128676,0.137092,0.177553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,90.48,2020-04-23,40.2,2017.0,Panama,0.028544095,78.0
Papua New Guinea,PNG,8606316.0,Lower_Middle_Income,low human development,0.543076,,41.9,,,,144.0,144.0,2019-09-01,0.0,38.6,2015.0,9.943,1535.974,86.99,26.842,6.294,14.682,35.744,44.494,55.493,43.486,56.511,2658.941,46.223,10.54,685.727,787.925,101.716,137.778,1535.974,95.55,0.003739,0.577664,0.032716,0.010095,0.002367,0.005522,0.013443,0.016734,0.02087,0.016355,0.021253,1.0,0.017384,0.003964,0.257895,0.93,0.29633,0.038254,0.051817,0.577664,0.035935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,90.48,2020-04-23,,2017.0,Papua New Guinea,0.006118838000000001,122.0
Paraguay,PRY,6956071.0,Lower_Middle_Income,high human development,0.724348,0.545376513,48.8,2016 M,4.500745,7.181459,106.0,106.0,2020-03-01,0.0,60.4,2015.0,197.067,694.338,238.203,217.093,35.689,133.977,368.443,8.065,321.841,190.393,175.974,3482.107,234.473,10.309,656.24,1397.724,556.314,281.957,694.338,551.772,0.056594,0.199402,0.068408,0.062345,0.010249,0.038476,0.10581,0.002316,0.092427,0.054678,0.050537,1.0,0.067337,0.002961,0.188461,30.62,0.401402,0.159764,0.080973,0.199402,0.158459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.75,80.95,2020-04-23,65.4,2017.0,Paraguay,0.013797149,98.0
Peru,PER,31989256.0,Upper_Middle_Income,high human development,0.759104,0.611962782,43.3,2012 D,12.65982,12.53338,134.0,133.0,2020-03-01,0.75188,69.6,2015.0,1431.746,5100.038,967.363,894.486,137.634,401.911,1656.814,194.719,1121.645,761.837,941.946,18736.86,1453.798,39.135,3633.786,7664.292,2575.443,1299.716,5100.038,2097.369,0.076413,0.272193,0.051629,0.047739,0.007346,0.02145,0.088425,0.010392,0.059863,0.04066,0.050272,1.0,0.07759,0.002089,0.193938,601.76,0.409049,0.137453,0.069367,0.272193,0.111938,100.0,100.0,100.0,0.0,0.0,100.0,66.67,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,71.43,2020-04-23,68.8,2017.0,Peru,0.043101016,60.0
Philippines,PHL,107000000.0,Lower_Middle_Income,high human development,0.71186,0.58237307,40.1,2017 D,5.795982,7.259595,122.0,122.0,2020-03-01,0.0,52.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.91,,,,,,100.0,66.67,100.0,66.67,100.0,66.67,66.67,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,85.71,2020-04-23,70.1,2017.0,Philippines,0.07278709,41.0
Poland,POL,37974750.0,High_Income,very high human development,0.871768,0.801339574,30.8,,,,184.0,184.0,2020-03-01,0.0,79.6,2015.0,445.733,1564.565,1339.725,1361.204,440.001,1069.286,3727.195,202.284,567.985,1156.826,1320.611,17532.3,1585.716,336.412,2414.752,7908.291,2153.701,1982.01,1564.565,3923.728,0.025424,0.089239,0.076415,0.07764,0.025097,0.06099,0.21259,0.011538,0.032397,0.065983,0.075324,1.0,0.090445,0.019188,0.137732,267.78,0.45107,0.122842,0.113049,0.089239,0.2238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.5,95.24,2020-04-23,,2017.0,Poland,0.16490943,23.0
Portugal,PRT,10283822.0,High_Income,very high human development,0.850212,0.742476213,35.5,,,,104.0,103.0,2020-03-01,0.970874,84.5,2015.0,333.342,277.33,304.022,431.537,111.794,466.493,824.349,13.148,287.545,319.712,423.086,4872.182,332.953,54.953,691.915,2272.692,620.498,428.964,277.33,1272.695,0.068417,0.056921,0.0624,0.088572,0.022945,0.095746,0.169195,0.002699,0.059018,0.06562,0.086837,1.0,0.068338,0.011279,0.142013,2137.53,0.466463,0.127355,0.088044,0.056921,0.261217,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,100.0,2020-04-23,,2017.0,Portugal,0.10197977400000001,34.0
Qatar,QAT,2781677.0,High_Income,very high human development,0.848441,,,,,,97.49,98.42,2020-03-01,-0.94493,85.2,2015.0,81.814,25.271,896.173,47.393,15.836,35.402,144.683,107.917,207.57,80.631,143.441,2163.766,85.316,27.896,264.423,634.361,292.886,1019.926,25.271,191.322,0.037811,0.011679,0.414173,0.021903,0.007319,0.016361,0.066866,0.049875,0.09593,0.037264,0.066292,1.0,0.039429,0.012892,0.122205,2567.16,0.293174,0.135359,0.471366,0.011679,0.088421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.5,95.24,2020-04-23,,2017.0,Qatar,0.05781027,53.0
Romania,ROU,19466145.0,Upper_Middle_Income,very high human development,0.81557,0.725235772,35.9,,,,100.0,100.0,2020-03-01,0.0,74.4,2015.0,230.895,1803.479,669.886,354.471,109.651,411.599,1634.464,62.608,237.043,379.474,467.285,8473.928,701.732,187.689,1223.653,3556.297,938.775,842.145,1803.479,1333.233,0.027248,0.212827,0.079053,0.041831,0.01294,0.048572,0.192882,0.007388,0.027973,0.044781,0.055144,1.0,0.082811,0.022149,0.144402,498.81,0.419675,0.110784,0.099381,0.212827,0.157334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,80.95,2020-04-23,,2017.0,Romania,0.10844435599999999,32.0
Russian Federation,,,,very high human development,0.824038,0.742782415,37.7,,,,600.0,597.0,2020-03-01,0.502513,,,1920.061,3923.982,4878.155,6654.396,1572.36,5649.714,9671.521,1561.172,2990.862,4897.984,5203.144,69859.14,7413.479,2459.017,11063.3,27858.02,10404.34,8011.687,3923.982,19661.11,0.027485,0.05617,0.069828,0.095254,0.022508,0.080873,0.138443,0.022347,0.042813,0.070112,0.074481,1.0,0.10612,0.0352,0.158366,,0.398774,0.148933,0.114683,0.05617,0.281439,,,,,,,,,,,,,,,,,,,,,,,17.5,2017.0,Russian Federation,0.10859976,31.0
Rwanda,RWA,12301939.0,Low_Income,low human development,0.536015,0.382099114,43.7,2014/2015 D,54.42456,25.70626,137.0,135.0,2020-03-01,1.481481,47.8,2015.0,48.394,4001.844,382.336,88.021,23.923,48.252,123.8,69.217,431.709,44.336,165.214,6487.937,193.143,14.143,853.604,1191.012,624.852,475.476,4001.844,194.752,0.007459,0.616813,0.05893,0.013567,0.003687,0.007437,0.019082,0.010669,0.06654,0.006834,0.025465,1.0,0.02977,0.00218,0.131568,12.44,0.183573,0.09631,0.073286,0.616813,0.030018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,5.0,80.95,2020-04-23,,2017.0,Rwanda,0.00223851,139.0
Saint Kitts and Nevis,,,,high human development,0.776815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,,,high human development,0.744931,0.616697883,51.2,2012 M,1.921131,1.643414,,,,,62.5,2015.0,10.423,13.73,10.275,1.793,1.197,0.767,3.528,0.097,3.831,8.711,2.54,80.791,6.689,0.888,16.323,32.814,10.52,11.569,13.73,12.159,0.129012,0.169945,0.12718,0.022193,0.014816,0.009494,0.043668,0.001201,0.047419,0.107821,0.031439,1.0,0.082794,0.010991,0.20204,,0.406159,0.130213,0.143197,0.169945,0.150499,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Saint Lucia,0.003125609,134.0
Saint Vincent and the Grenadines,VCT,,,high human development,0.727865,,,,,,,,,,57.5,2015.0,4.382,4.875,5.5,3.788,1.14,1.026,2.683,0.105,4.773,3.154,2.514,46.285,4.131,0.933,7.28,16.859,8.904,6.745,4.875,8.901,0.094674,0.105326,0.118829,0.081841,0.02463,0.022167,0.057967,0.002269,0.103122,0.068143,0.054316,1.0,0.089251,0.020158,0.157286,,0.364243,0.192373,0.145728,0.105326,0.192309,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,,,high human development,0.706771,,38.7,,,,,,,,62.1,2015.0,2.798,14.827,2.662,2.911,1.038,0.896,7.887,0.036,3.431,3.338,0.499,49.66,3.855,0.973,4.506,15.69,7.286,3.736,14.827,8.118,0.056343,0.29857,0.053605,0.058619,0.020902,0.018043,0.15882,0.000725,0.06909,0.067217,0.010048,1.0,0.077628,0.019593,0.090737,,0.315948,0.146718,0.075232,0.29857,0.163472,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,33785.0,High_Income,other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14444.28,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,95.24,2020-04-23,,,,,
Sao Tome and Principe,STP,,,medium human development,0.608556,0.506658594,30.8,2014 M,22.06107,19.38533,,,,,49.6,2015.0,1.979,11.852,5.112,1.817,0.186,2.25,5.804,0.321,6.88,3.075,0.375,63.394,2.824,0.459,20.461,28.619,9.704,5.619,11.852,7.601,0.031217,0.186958,0.080639,0.028662,0.002934,0.035492,0.091554,0.005064,0.108528,0.048506,0.005915,1.0,0.044547,0.00724,0.322759,,0.451447,0.153074,0.088636,0.186958,0.119901,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,33699947.0,High_Income,very high human development,0.856963,,,,,,98.7,98.4,2020-02-01,0.304878,79.4,2015.0,629.575,320.275,1951.734,1496.726,151.429,769.679,1159.307,141.842,1676.342,1904.721,808.885,13868.35,652.844,185.597,2019.397,4617.164,2329.186,2245.005,320.275,4356.723,0.045397,0.023094,0.140733,0.107924,0.010919,0.055499,0.083594,0.010228,0.120875,0.137343,0.058326,1.0,0.047074,0.013383,0.145612,378.99,0.332928,0.16795,0.16188,0.023094,0.314149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.75,95.24,2020-04-23,,2017.0,Saudi Arabia,0.09508665300000001,37.0
