"OPERATOR","ADesc","Ccode","CDesc","ACode"
"A","South America <Developing & EIEs>","328","Guyana","SAMER"
"A","South America <Developing & EIEs>","600","Paraguay","SAMER"
"A","South America <Developing & EIEs>","604","Peru","SAMER"
"A","South America <Developing & EIEs>","740","Suriname","SAMER"
"A","South America <Developing & EIEs>","858","Uruguay","SAMER"
"A","South America <Developing & EIEs>","862","Venezuela (Bolivarian Republic of)","SAMER"
"A","Sub-saharan Africa <Developing>","024","Angola","SSA"
"A","Sub-saharan Africa <Developing>","072","Botswana","SSA"
"A","Sub-saharan Africa <Developing>","108","Burundi","SSA"
"A","Sub-saharan Africa <Developing>","120","Cameroon","SSA"
"A","Sub-saharan Africa <Developing>","132","Cabo Verde","SSA"
"A","Sub-saharan Africa <Developing>","140","Central African Republic","SSA"
"A","Sub-saharan Africa <Developing>","148","Chad","SSA"
"A","Sub-saharan Africa <Developing>","174","Comoros","SSA"
"A","Sub-saharan Africa <Developing>","178","Congo","SSA"
"A","Sub-saharan Africa <Developing>","180","Democratic Rep of the Congo","SSA"
"A","Sub-saharan Africa <Developing>","204","Benin","SSA"
"A","Sub-saharan Africa <Developing>","226","Equatorial Guinea","SSA"
"A","Sub-saharan Africa <Developing>","231","Ethiopia","SSA"
"A","Sub-saharan Africa <Developing>","232","Eritrea","SSA"
"A","Sub-saharan Africa <Developing>","262","Djibouti","SSA"
"A","Sub-saharan Africa <Developing>","266","Gabon","SSA"
"A","Sub-saharan Africa <Developing>","270","Gambia","SSA"
"A","Sub-saharan Africa <Developing>","288","Ghana","SSA"
"A","Sub-saharan Africa <Developing>","324","Guinea","SSA"
"A","Sub-saharan Africa <Developing>","384","Côte d'Ivoire","SSA"
"A","Sub-saharan Africa <Developing>","404","Kenya","SSA"
"A","Sub-saharan Africa <Developing>","426","Lesotho","SSA"
"A","Sub-saharan Africa <Developing>","430","Liberia","SSA"
"A","Sub-saharan Africa <Developing>","450","Madagascar","SSA"
"A","Sub-saharan Africa <Developing>","454","Malawi","SSA"
"A","Sub-saharan Africa <Developing>","466","Mali","SSA"
"A","Sub-saharan Africa <Developing>","478","Mauritania","SSA"
"A","Sub-saharan Africa <Developing>","480","Mauritius","SSA"
"A","Sub-saharan Africa <Developing>","508","Mozambique","SSA"
"A","Sub-saharan Africa <Developing>","516","Namibia","SSA"
"A","Sub-saharan Africa <Developing>","562","Niger","SSA"
"A","Sub-saharan Africa <Developing>","566","Nigeria","SSA"
"A","Sub-saharan Africa <Developing>","624","Guinea-Bissau","SSA"
"A","Sub-saharan Africa <Developing>","646","Rwanda","SSA"
"A","Sub-saharan Africa <Developing>","678","Sao Tome and Principe","SSA"
"A","Sub-saharan Africa <Developing>","686","Senegal","SSA"
"A","Sub-saharan Africa <Developing>","690","Seychelles","SSA"
"A","Sub-saharan Africa <Developing>","694","Sierra Leone","SSA"
"A","Sub-saharan Africa <Developing>","706","Somalia","SSA"
"A","Sub-saharan Africa <Developing>","710","South Africa","SSA"
"A","Sub-saharan Africa <Developing>","716","Zimbabwe","SSA"
"A","Sub-saharan Africa <Developing>","748","Swaziland","SSA"
"A","Sub-saharan Africa <Developing>","768","Togo","SSA"
"A","Sub-saharan Africa <Developing>","800","Uganda","SSA"
"A","Sub-saharan Africa <Developing>","834","United Republic of Tanzania","SSA"
"A","Sub-saharan Africa <Developing>","854","Burkina Faso","SSA"
"A","Sub-saharan Africa <Developing>","894","Zambia","SSA"
"A","West Asia <Developing & EIEs>","031","Azerbaijan","WAD"
"A","West Asia <Developing & EIEs>","051","Armenia","WAD"
"A","West Asia <Developing & EIEs>","275","State of Palestine","WAD"
"A","West Asia <Developing & EIEs>","364","Iran (Islamic Republic of)","WAD"
"A","West Asia <Developing & EIEs>","368","Iraq","WAD"
"A","West Asia <Developing & EIEs>","400","Jordan","WAD"
"A","West Asia <Developing & EIEs>","422","Lebanon","WAD"
"A","West Asia <Developing & EIEs>","512","Oman","WAD"
"A","West Asia <Developing & EIEs>","682","Saudi Arabia","WAD"
"A","West Asia <Developing & EIEs>","760","Syrian Arab Republic","WAD"
"A","West Asia <Developing & EIEs>","887","Yemen","WAD"
"A","WAEMU/UEMOA","204","Benin","WAEMU"
"A","WAEMU/UEMOA","384","Côte d'Ivoire","WAEMU"
"A","WAEMU/UEMOA","466","Mali","WAEMU"
"A","WAEMU/UEMOA","562","Niger","WAEMU"
"A","WAEMU/UEMOA","624","Guinea-Bissau","WAEMU"
"A","WAEMU/UEMOA","686","Senegal","WAEMU"
"A","WAEMU/UEMOA","768","Togo","WAEMU"
"A","WAEMU/UEMOA","854","Burkina Faso","WAEMU"
"A","West Asia <Industrialized>","048","Bahrain","WAI"
"A","West Asia <Industrialized>","414","Kuwait","WAI"
"A","West Asia <Industrialized>","634","Qatar","WAI"
"A","West Asia <Industrialized>","784","United Arab Emirates","WAI"
"A","World","004","Afghanistan","WOR"
"A","World","008","Albania","WOR"
"A","World","012","Algeria","WOR"
"A","World","020","Andorra","WOR"
"A","World","024","Angola","WOR"
"A","World","028","Antigua and Barbuda","WOR"
"A","World","031","Azerbaijan","WOR"
"A","World","032","Argentina","WOR"
"A","World","036","Australia","WOR"
"A","World","040","Austria","WOR"
"A","World","044","Bahamas","WOR"
"A","World","048","Bahrain","WOR"
"A","World","050","Bangladesh","WOR"
"A","World","051","Armenia","WOR"
"A","World","052","Barbados","WOR"
"A","World","056","Belgium","WOR"
"A","World","060","Bermuda","WOR"
"A","World","064","Bhutan","WOR"
"A","World","068","Bolivia (Plurinational State of)","WOR"
"A","World","070","Bosnia and Herzegovina","WOR"
"A","World","072","Botswana","WOR"
"A","World","076","Brazil","WOR"
"A","World","084","Belize","WOR"
"A","World","090","Solomon Islands","WOR"
"A","World","092","British Virgin Islands","WOR"
"A","World","096","Brunei Darussalam","WOR"
"A","World","100","Bulgaria","WOR"
"A","World","104","Myanmar","WOR"
"A","World","108","Burundi","WOR"
"A","World","112","Belarus","WOR"
"A","World","116","Cambodia","WOR"
"A","World","120","Cameroon","WOR"
"A","World","124","Canada","WOR"
"A","World","132","Cabo Verde","WOR"
"A","World","136","Cayman Islands","WOR"
"A","World","140","Central African Republic","WOR"
"A","World","144","Sri Lanka","WOR"
"A","World","148","Chad","WOR"
"A","World","152","Chile","WOR"
"A","World","156","China","WOR"
"A","World","158","China, Taiwan Province","WOR"
"A","World","170","Colombia","WOR"
"A","World","174","Comoros","WOR"
"A","World","178","Congo","WOR"
"A","World","180","Democratic Rep of the Congo","WOR"
"A","World","184","Cook Islands","WOR"
"A","World","188","Costa Rica","WOR"
"A","World","191","Croatia","WOR"
"A","World","192","Cuba","WOR"
"A","World","196","Cyprus","WOR"
"A","World","203","Czechia","WOR"
"A","World","204","Benin","WOR"
"A","World","208","Denmark","WOR"
"A","World","212","Dominica","WOR"
"A","World","214","Dominican Republic","WOR"
"A","World","218","Ecuador","WOR"
"A","World","222","El Salvador","WOR"
"A","World","226","Equatorial Guinea","WOR"
"A","World","231","Ethiopia","WOR"
"A","World","232","Eritrea","WOR"
"A","World","233","Estonia","WOR"
"A","World","242","Fiji","WOR"
"A","World","246","Finland","WOR"
"A","World","250","France","WOR"
"A","World","258","French Polynesia","WOR"
"A","World","262","Djibouti","WOR"
"A","World","266","Gabon","WOR"
"A","World","268","Georgia","WOR"
"A","World","270","Gambia","WOR"
"A","World","275","State of Palestine","WOR"
"A","World","276","Germany","WOR"
"A","World","288","Ghana","WOR"
"A","World","296","Kiribati","WOR"
"A","World","300","Greece","WOR"
"A","World","304","Greenland","WOR"
"A","World","308","Grenada","WOR"
"A","World","320","Guatemala","WOR"
"A","World","324","Guinea","WOR"
"A","World","328","Guyana","WOR"
"A","World","332","Haiti","WOR"
"A","World","340","Honduras","WOR"
"A","World","344","China, Hong Kong SAR","WOR"
"A","World","348","Hungary","WOR"
"A","World","352","Iceland","WOR"
"A","World","356","India","WOR"
"A","World","360","Indonesia","WOR"
"A","World","364","Iran (Islamic Republic of)","WOR"
"A","World","368","Iraq","WOR"
"A","World","372","Ireland","WOR"
"A","World","376","Israel","WOR"
"A","World","380","Italy","WOR"
"A","World","384","Côte d'Ivoire","WOR"
"A","World","388","Jamaica","WOR"
"A","World","392","Japan","WOR"
"A","World","398","Kazakhstan","WOR"
"A","World","400","Jordan","WOR"
"A","World","404","Kenya","WOR"
"A","World","408","Democratic People's Rep of Korea","WOR"
"A","World","410","Republic of Korea","WOR"
"A","World","414","Kuwait","WOR"
"A","World","417","Kyrgyzstan","WOR"
"A","World","418","Lao People's Dem Rep","WOR"
"A","World","422","Lebanon","WOR"
"A","World","426","Lesotho","WOR"
"A","World","428","Latvia","WOR"
"A","World","430","Liberia","WOR"
"A","World","434","Libya","WOR"
"A","World","438","Liechtenstein","WOR"
"A","World","440","Lithuania","WOR"
"A","World","442","Luxembourg","WOR"
"A","World","446","China, Macao SAR","WOR"
"A","World","450","Madagascar","WOR"
"A","World","454","Malawi","WOR"
"A","World","458","Malaysia","WOR"
"A","World","462","Maldives","WOR"
"A","World","466","Mali","WOR"
"A","World","470","Malta","WOR"
"A","World","478","Mauritania","WOR"
"A","World","480","Mauritius","WOR"
"A","World","484","Mexico","WOR"
"A","World","492","Monaco","WOR"
"A","World","496","Mongolia","WOR"
"A","World","498","Republic of Moldova","WOR"
"A","World","499","Montenegro","WOR"
"A","World","500","Montserrat","WOR"
"A","World","504","Morocco","WOR"
"A","World","508","Mozambique","WOR"
"A","World","512","Oman","WOR"
"A","World","516","Namibia","WOR"
"A","World","524","Nepal","WOR"
"A","World","528","Netherlands","WOR"
"A","World","531","Curaçao","WOR"
"A","World","533","Aruba","WOR"
"A","World","540","New Caledonia","WOR"
"A","World","548","Vanuatu","WOR"
"A","World","554","New Zealand","WOR"
"A","World","558","Nicaragua","WOR"
"A","World","562","Niger","WOR"
"A","World","566","Nigeria","WOR"
"A","World","578","Norway","WOR"
"A","World","584","Marshall Islands","WOR"
"A","World","585","Palau","WOR"
"A","World","586","Pakistan","WOR"
"A","World","590","Panama","WOR"
"A","World","598","Papua New Guinea","WOR"
"A","World","600","Paraguay","WOR"
"A","World","604","Peru","WOR"
"A","World","608","Philippines","WOR"
"A","World","616","Poland","WOR"
"A","World","620","Portugal","WOR"
"A","World","624","Guinea-Bissau","WOR"
"A","World","626","Timor-Leste","WOR"
"A","World","630","Puerto Rico","WOR"
"A","World","634","Qatar","WOR"
"A","World","642","Romania","WOR"
"A","World","643","Russian Federation","WOR"
"A","World","646","Rwanda","WOR"
"A","World","659","Saint Kitts and Nevis","WOR"
"A","World","660","Anguilla","WOR"
"A","World","662","Saint Lucia","WOR"
"A","World","670","Saint Vincent and the Grenadines","WOR"
"A","World","674","San Marino","WOR"
"A","World","678","Sao Tome and Principe","WOR"
"A","World","682","Saudi Arabia","WOR"
"A","World","686","Senegal","WOR"
"A","World","688","Serbia","WOR"
"A","World","690","Seychelles","WOR"
"A","World","694","Sierra Leone","WOR"
"A","World","702","Singapore","WOR"
"A","World","703","Slovakia","WOR"
"A","World","704","Viet Nam","WOR"
"A","World","705","Slovenia","WOR"
"A","World","706","Somalia","WOR"
"A","World","710","South Africa","WOR"
"A","World","716","Zimbabwe","WOR"
"A","World","724","Spain","WOR"
"A","World","729","Sudan","WOR"
"A","World","740","Suriname","WOR"
"A","World","748","Swaziland","WOR"
"A","World","752","Sweden","WOR"
"A","World","756","Switzerland","WOR"
"A","World","760","Syrian Arab Republic","WOR"
"A","World","762","Tajikistan","WOR"
"A","World","764","Thailand","WOR"
"A","World","768","Togo","WOR"
"A","World","776","Tonga","WOR"
"A","World","780","Trinidad and Tobago","WOR"
"A","World","784","United Arab Emirates","WOR"
"A","World","788","Tunisia","WOR"
"A","World","792","Turkey","WOR"
"A","World","795","Turkmenistan","WOR"
"A","World","798","Tuvalu","WOR"
"A","World","800","Uganda","WOR"
"A","World","804","Ukraine","WOR"
"A","World","807","North Macedonia","WOR"
"A","World","818","Egypt","WOR"
"A","World","826","United Kingdom","WOR"
"A","World","834","United Republic of Tanzania","WOR"
"A","World","840","United States of America","WOR"
"A","World","854","Burkina Faso","WOR"
"A","World","858","Uruguay","WOR"
"A","World","860","Uzbekistan","WOR"
"A","World","862","Venezuela (Bolivarian Republic of)","WOR"
"A","World","882","Samoa","WOR"
"A","World","887","Yemen","WOR"
"A","World","894","Zambia","WOR"
