,username,text,retweets,favorites,replies,tweet_id,user_id,date,hashtags,mentions,tweet_location,user_location,city,state,country
3832,UdageAmol,i request you to ban tiktok app in india this app have users who 1 promote animal abuse 2 glorify rape 3 spread communal hatred 4 encourage acid attack yours truely indian citizen petaindia pmoindia cmomaharashtra iammostlysane tiktokexposed bantiktokinindia,2,3,2,1263175600254173185,1146651111253610496,2020-05-20 18:31:46+00:00,#tiktokexposed #BanTikTokInIndia,@PetaIndia @PMOIndia @CMOMaharashtra @iamMostlySane,,"Pune, India",Pune,Maharashtra,India
3849,thecaravanindia,muslim women hush quiet by communal violence poverty domestic violence illiteracy lack of economically viable skills be render further voiceless by those who study them ghazala jamil shireenazam write,7,15,1,1262616473647804416,86478153,2020-05-19 05:30:00+00:00,,@shireenazam,,New Delhi,New Delhi,Delhi,India
3859,sharifsrkdhoni,sir help us i m from india first we have a huge corona threat in kolkata west bengal now there be a cyclone call aamphan hit us lacs of family be homeless plz help us phone no 917980686637,2,8,0,1263230189640617985,3077459805,2020-05-20 22:08:41+00:00,,,,kolkata,Kolkata,West Bengal,India
3867,chanchal5896,youtube can remove carryminnati video bcoz he reply such tiktokers by roast them but why ca nt we ban tiktokindia it s a shame to our societythey have no right to promote such crime like domestic violence acid attack rape etcwe wo nt accept this bantiktokinindia,0,3,1,1262700731280363520,1068793545190912002,2020-05-19 11:04:48+00:00,#YouTube #carryminnati #tiktokindia #BanTikTokInIndia,,,"Madhya Pradesh, India",,Madhya Pradesh,India
3880,ZeeshanImam15,please sir help me alsoi m in pune katraj in very critical situation i do nt have food for fee my self n company be also not provide any kind of helpplzz madad kijiye i m from siwan bihar i want to go to home and meet my family before the endplezz,0,1,0,1262446099882807297,1249697424806830082,2020-05-18 18:12:59+00:00,,,,"Bihar, India",,Bihar,India
3900,MadCrazyHatter_,that show need trigger warn every 10 minutes and i be not say it s a bad thing but just so unexpexted and visceral ps do not like how they depict sexual violence,0,1,1,1263107738088996864,414160805,2020-05-20 14:02:06+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
3901,avinash_yadavv,we will never forget your leadership on this issue for what you be do for the well be of all the students and take a step closer to cancel exams and prioritize mental and physical health of all students hop for a good decision mumbaiuniversity,5,8,0,1263223851355439106,2866990824,2020-05-20 21:43:30+00:00,#MumbaiUniversity,,,"Mumbai, India",Mumbai,Maharashtra,India
3902,iamsuraj_s,it be no kill of gandhi ji it be kill of that ideology of non violencewhat exist govt do to the students who speak about non violence,0,1,1,1263155889835368448,454812076,2020-05-20 17:13:27+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
3926,dimagikeda,every nepali in india have a dual citizenship they get respect in india and abuse the madhesis treat them like non citizens for be of indian origin it s just like dosti pakki karcha apna apna we should treat them just like a neighbour country who can ditch us any moment,0,2,1,1263200323138498560,872504426182922240,2020-05-20 20:10:00+00:00,,,,India,,Madhya Pradesh,India
3959,raghu251996,declareibpsresult19 we ibps aspirants be wait for ibps result crp9 i humbly request you to help us sir we be get terrify day by day get demoralise and we be fill with negetivity not able to prepare for future exams due to pending result,1,0,0,1262384131696181251,954385408682610688,2020-05-18 14:06:45+00:00,#DeclareIBPSresult19,,,"Bengaluru, India",Bengaluru,Karnataka,India
3983,BKhaushik,tiktok have become a threat now it be only promote criminal act like acid attack religious attack murder domestic violence and nudity i appeal to indian govt to ban this chinese app in india as soon as possible a responsible citizen rsprasad pmoindia hmoindia,0,0,0,1262570456248274946,1234016203770933248,2020-05-19 02:27:08+00:00,#tiktok,@rsprasad @PMOIndia @HMOIndia,,"Uttar Pradesh, India",,Uttar Pradesh,India
3997,thetamilNindian,in india islamophobia and violence against muslims be prefer way to behave for the police the agency apologize for beat lawyer we think you be muslim they say mother fuckers though this be a hindu nation islamophobiainindia persecution_of_indian_muslims muslims pictwittercomxmxtg0ccay,1,2,1,1263059327822163969,1193391240307326976,2020-05-20 10:49:44+00:00,#Islamophobiainindia #Persecution_Of_Indian_Muslims #Muslims,,,"Tamil Nadu, India",,Tamil Nadu,India
4006,anandzigzag,the father must be give a 3rd degree torture in the home prepare him for jail,0,0,0,1263038704194641920,826395166713987073,2020-05-20 09:27:47+00:00,,,,India,,Madhya Pradesh,India
4014,theuncoolgirl,so your 3 case be a large enough sample to say that all muslim guy cheat hindu girls i have know at least a dozen case where hindu men be involve in case of rape domestic violence and cheat relate to hindu women so should hindu girls stop marry hindu guy too,0,0,1,1263130339683168256,1184090154891268097,2020-05-20 15:31:55+00:00,,,,"Delhi, India",Delhi,Delhi,India
4017,VolunteersColl1,do watch the instagram live and conversation between advocate mishikasingh and abouttanvi1 the conversation delve into recent increase in domestic violence case during lockdown and few measure announce by commission to tackle the situation of dv https wwinstagramcomtvcaxvwd5pw11,1,3,0,1262784830737018880,1241267637188878336,2020-05-19 16:38:59+00:00,,@mishikasingh @abouttanvi1,,India,,Madhya Pradesh,India
4023,DrMahendrakar,violate the interim protection residence order issue by the court take advantage of lockdown husband inlaws be trouble verbally physically hit financially amp spit on me amp my 11yrs daughter to evacuate from the houseplz help us immediately timesofindia,0,0,0,1262657821491019777,1035946445377916928,2020-05-19 08:14:18+00:00,,@timesofindia,,"Pune, India",Pune,Maharashtra,India
4034,bevakoofi,her husband and mother in law force her to stay silent otherwise she ll have to leave the house and the guy will be remarry and their child will be in custody with her inlaws seriously who be make all these laws here now,0,0,1,1261889646117752832,1020582235072679937,2020-05-17 05:21:51+00:00,,,,Udaipur,Udaipur,Rajasthan,India
4042,gunpal_vijay,a girl create a fake profile by the name of sidharat and give suggestions of sexual assault to the other boys le fake feminist it s her choice fakefeminism nehadhupia boyslockeroom,0,1,0,1260044038394109954,1255416411968634880,2020-05-12 03:08:03+00:00,#FakeFeminism #NehaDhupia #boyslockeroom,,,"New Delhi, India",New Delhi,Delhi,India
4047,ImeImran,hinduphobic_bollywood humanity cry again in morena district of madhya pradesh a 45 year old father allegedly rap his daughter his wife reportedly help him n watch the ordeal the man allegedly rap his daughter to teach her a lesson 4 have an affair with a local,1,0,0,1263199623155535872,316715654,2020-05-20 20:07:13+00:00,#Hinduphobic_Bollywood,,,"New Delhi, India",New Delhi,Delhi,India
4078,ccnewsindia,lockdown covid19 stay home stay happy self realization stress management happily live together eradicate domestic violence link here http ccurlin7x9jl3,1,0,0,1262763481750622212,798520579049390080,2020-05-19 15:14:09+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
4105,Le_Aayush,jst witness an mns representative demand donation for shivjayanti from a cafe owner who willingly pay rs100 but they demand rs500 the person then get in two guy to intimidate her this be pure extortion please have a look rajthackeray mumbaipolice mnsadhikrut,0,0,1,1234137111718031360,817058399967854592,2020-03-01 15:23:11+00:00,,@RajThackeray @MumbaiPolice @mnsadhikrut,,Mumbai ,Mumbai,Maharashtra,India
4114,VOT24x7,justin 616 corona covid19 lockdown4 domesticviolence vot24x7,0,0,0,1263043698591481856,1101738890010886145,2020-05-20 09:47:38+00:00,#JUSTIN #Corona #COVID19 #LockDown4 #DomesticViolence #vot24x7,,,"Chennai, India",சென்னை - Chennai,Tamil Nadu,India
4115,AskArvindYadav,swatijaihind esko bhi apne team me add kar lo swatijaihind can you say something rajput_ramesh fakecases 498aipc domesticviolence indian can you answer bhaavnaarora s question,12,9,0,1262976222549569536,1130587040691630080,2020-05-20 05:19:31+00:00,#FakeCases #498aipc #domesticviolence #Indian,@SwatiJaiHind @SwatiJaiHind @Rajput_Ramesh @BhaavnaArora,,"Mumbai, India",Mumbai,Maharashtra,India
4128,aksharacentre,madhuri dixit vidya balan sachin tendulkar dia mirza anushka sharma unite to fight against domesticviolence read more https bitly2thct07 source prokerala lockdownondomesticviolence covd19 coronavirus aksharacentre bornequall genderequality equality,0,0,0,1262657722346024960,1049364007948374017,2020-05-19 08:13:54+00:00,#domesticviolence #LockdownOnDomesticViolence #Cov #Coronavirus #AksharaCentre #BornEquALL #GenderEquality #Equality,@Prokerala,,"Mumbai, India",Mumbai,Maharashtra,India
4132,FilmCompanion,wouldn t my mother or sister have tell me if they felt the video propagate domestic violence theaaryankartik on accusations of misogyny why he delete the recent video with his sister and why he back the punchnama franchise https bitly3cnkku5 9yearsofkartikaaryan,1,3,0,1263107454172311558,2656039566,2020-05-20 14:00:59+00:00,#9YearsOfKartikAaryan,@TheAaryanKartik,,India,,Madhya Pradesh,India
4135,PunjabGovtIndia,for some home be not the safest place to be speakup report if you notice domestic violence call 112 or reach out to sakhi one stop center,7,55,0,1262988148339957760,2998200620,2020-05-20 06:06:54+00:00,#SpeakUp #Sakhi,,,"Chandigarh, Punjab, India",Chandigarh,Chandigarh,India
4138,nareshkumar308,anilvijminister sir my 10 yrs daughter strand in jalandhar inlaws home without mother her mother be depress even child be feel alone help me and give me one day pass to bring my child mob 9812423625 frm ambala,0,0,1,1248505007080476673,164717020,2020-04-10 06:56:04+00:00,#mob,@anilvijminister,,"Ambala, India",Ambala,Haryana,India
4159,vivekfantoosh,nehadhupia few word on this domestic violence,0,0,0,1263049322284761088,308381607,2020-05-20 10:09:59+00:00,,@NehaDhupia,,Bharat,,Madhya Pradesh,India
4171,HeyyitsShiv,people who be try to harrass isinghapurva by use morph picture of her and circulate explicit message should be fetch up immediately and be punishedcyber bully and harassment of a lady should be deal with strict action delhipolice cyberdost justiceforapurva,1,2,0,1261918867632214016,732808054668992512,2020-05-17 07:17:58+00:00,#JusticeForApurva,@iSinghApurva @DelhiPolice @CyberDost,,भारत,,Madhya Pradesh,India
4182,mscw_bandra,maharashtra state commission for women raise concern over the rise in domestic violence case shruti_mirror mumbaimirror read more at,1,0,0,1263152326598000640,877845442192486400,2020-05-20 16:59:17+00:00,,@Shruti_Mirror @MumbaiMirror,,"Mumbai, India",Mumbai,Maharashtra,India
4205,sbiraha,if someone be catch in rape or murder high court take 1 year to 5 years for decision but in case of school fee issue court give the decision in no time without any delay and in favour of school who be work like a mafia nagarkoti kirronkherbjp chdparentsassn,1,3,1,1263168295697440770,859639426263207936,2020-05-20 18:02:44+00:00,,@nagarkoti @KirronKherBJP @ChdParentsAssn,,"Chandigarh, India",Chandigarh,Chandigarh,India
4239,AliKaashifKhan,faisal shaikh also know as faisu spread domestic violence crime assault force against women please take immediate action and register fir against him also suspend his tiktok id and all social media account tiktokbanindia mumbaipolice ncwindia authackeray,19,68,27,1263103903492485121,2518794428,2020-05-20 13:46:52+00:00,#tiktokbanindia,@MumbaiPolice @NCWIndia @AUThackeray,,Mumbai,Mumbai,Maharashtra,India
4245,SumitAwasthi97,nice to say that all you guy flout tiktok_in s community guidelines and put out sexually explicit content on tiktok_in you ll be sorry,0,0,0,1262787788841181184,1207904067596496896,2020-05-19 16:50:44+00:00,,@TikTok_IN @TikTok_IN,,"Mumbai, India",Mumbai,Maharashtra,India
4263,DINKERKUMAR2,isse domestic violence promote ho raha hai yaa kam ho raha hai jara video ko dhyan se samjho tab bolna yeh toh andhbhakto ne video ko logo ke saamne galat tarike se pesh kiya baaki sab ne toh bas naamsamajhi me video viral kar diya,0,0,1,1262616431134466048,1894295060,2020-05-19 05:29:50+00:00,,,,haryana,,Haryana,India
4279,OT7BTSARMY4evr,i hate viva more than write exam its total social torture,0,0,2,1262996208299081730,1240516069648785408,2020-05-20 06:38:56+00:00,,,,"Mumbai, India",Mumbai,Maharashtra,India
4286,BaatBiharKii,data source indiatvnews and outlookindia domesticviolence lockdown,35,66,3,1263092187375394816,1228742541886910464,2020-05-20 13:00:19+00:00,#DomesticViolence #Lockdown,@indiatvnews @Outlookindia,,"Bihar, India",,Bihar,India
4293,WanizadaB,spike in domestic violence be pandemics outlet by and large shame,0,0,0,1263222505289863168,1246131270385405954,2020-05-20 21:38:09+00:00,#shame,,,"J&K,India",Mumbai,Maharashtra,India
4294,Ludhiana_Police,join our live radio talk with experts regard psychological health during the lockdown today live only on radio filmat music link to radio http radiofilmatin simply dial 7837018533 7837018537 livewithcorona ludhianapoliceatyourservice radiotalklive punjabpoliceind,1,19,1,1262985678389903361,3288660984,2020-05-20 05:57:05+00:00,#LiveWithCorona #LudhianaPoliceAtYourService #RadioTalkLive,@PunjabPoliceInd,,"Ludhiana, India",Ludhiana,Punjab,India
4307,Witty_Daddy,oxytocinthe love hormoneincreases inclinations toward intimate partner violence but only in people who be prone to physical aggression,0,0,0,1262685697615388674,2583736164,2020-05-19 10:05:04+00:00,,,,"Patna, India",Patna,Bihar,India
4309,BrookingsIndia,what would a gendersensitive pandemic response look like it begin with a fullthrottled focus on support women who face domestic violence kadambari_shah gandhisahil amp gregfrandolph write in indianexpress https bitly3cjj4nj covid19 domesticviolence,1,3,0,1262642668674281473,724818308,2020-05-19 07:14:05+00:00,#COVID19 #DomesticViolence,@kadambari_shah @gandhisahil @gregfrandolph @IndianExpress,,"New Delhi, India",New Delhi,Delhi,India
4312,SethiRaunak,promote acid attack rape terrorism animal cruelty domestic violence inshort they be promote tiktok jihad in india it should be ban as soon as possible it be against our indian culture bantiktokinindia tiktokban tiktokjihad dgpmaharashtra amitshah,1,2,0,1262681766567063553,1364592132,2020-05-19 09:49:27+00:00,#BanTikTokInIndia #tiktokban #tiktokjihad,@DGPMaharashtra @AmitShah,,"Pune, India",Pune,Maharashtra,India
4320,wish_noi,they say they be social influencers but domestic violence acid attack rape terrorism and animal cruelty be not a kind of social why be influence be rule out it s a matter of shame be bear in india where spirituality be an asset of the hindu religion tiktokexposed,14,26,1,1262677900882440193,1246653382644756480,2020-05-19 09:34:05+00:00,#tiktokexposed,,,"Chandigarh, India",Chandigarh,Chandigarh,India
4340,niks_nr,sir my friend apply epass for regular medical consultation of his inlaws about 2 days back but till today he do nt get any update on that kindly issue that so he can have a consultation with dr about his inlaws illnesses help rahat_up ref number 135020369,0,0,1,1262665421766799360,433191163,2020-05-19 08:44:30+00:00,,@rahat_up,,India,,Madhya Pradesh,India
4343,orangewayfarer,to answer you in short no and no she do nt deserve that thapad at any cost she be not a part of emotional exploit and even if she be he ca nt slap her period and this go both ways,0,0,1,1256278079800053762,876003545551486976,2020-05-01 17:43:29+00:00,,,,"Bengaluru, India",Bengaluru,Karnataka,India
4354,APalagummi,no i be not obsess with virginity i will definitely marry a guy who sleep with other girls in his past provide if i love his personality attitude and mindset there be a lot difference between a pervert and a sexually active person do nt get confuse,0,1,1,1263141494451367936,1151153082,2020-05-20 16:16:14+00:00,,,,India,,Madhya Pradesh,India
4375,latha_venkatesh,stay at home may be physically safe but be become mentally unsafe for me i don t mind walk up to the atm to withdraw a little bite everyday any excuse to get out and walk,9,135,24,1263007380213846017,705479414,2020-05-20 07:23:19+00:00,,,,Mumbai,Mumbai,Maharashtra,India
4408,TPKumar_,agree all people have andhbhakt kada modimutra can abuse even their father they be senseless animals unko to bus thali bajao diya jalao,0,0,1,1263253054083616768,1135985089,2020-05-20 23:39:32+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
4435,BureaucracyBuzz,nawazuddin siddiqui s wife aaliya allege mental and physical torture 7 register case 4 divorce it s a pattern in his family exclusive,2,1,0,1263055799342862337,78298497,2020-05-20 10:35:43+00:00,,,,Mumbai,Mumbai,Maharashtra,India
4445,Latesttrending2,nawazuddin siddiqui s wife aaliya claim his brother hit her his family have mentally and physically torture me a lot bollywood,0,0,0,1263256980573114369,1237107211223969794,2020-05-20 23:55:09+00:00,,,,"Kolkata, India",Kolkata,West Bengal,India
4446,Dharmpa86651431,yes no one have right to slap a woman neither a woman should make her inlaws out thappad,0,0,0,1236151030707937280,1020568298675556352,2020-03-07 04:45:46+00:00,#Thappad,,,India,,Madhya Pradesh,India
4463,KReign8,if you assholes be more press about a bunch of dude bros hang out during miss rona s time over an actual sexual offender then you re fuck diabolical i hope you choke,0,1,0,1262501582945390594,1068163319909904384,2020-05-18 21:53:28+00:00,,,,CHENNAI ,சென்னை - Chennai,Tamil Nadu,India
4476,Yash_Chauhan001,reality of tiktok love jihad anti hindu sexual explicit conversion child pornography domestic violence communal hatred promote rape domestic abuse promote islam support accid attack tiktokbanindia tiktokexposed covid_19,1,4,0,1262968337660862466,973818034275213313,2020-05-20 04:48:11+00:00,#tiktokbanindia #tiktokexposed #Covid_19,,,"New Delhi, India",New Delhi,Delhi,India
4491,OpIndia_com,tiktok s dark gut why porn sex rape violence be allow to thrive as an exemployee of a chinese techcompany ajeetbharti explain https wwopindiacom202005tiktokexemployeebytedancechinesecompanythrivewhysexpornrapeviolence,1729,3802,51,1263049325795512322,74980737,2020-05-20 10:10:00+00:00,,@ajeetbharti,,New Delhi,New Delhi,Delhi,India
4503,AbhiBha28703748,the lockdown have cause a surge in the number of people contact the revenge porn helpline the governmentfunded service for adults experience intimate image abuse solicitor qredible https wwqrediblecouk,0,0,0,1263070279691055104,1138042649984655361,2020-05-20 11:33:16+00:00,#solicitor #qredible,,,India,,Madhya Pradesh,India
4579,jaisingh_hada,tight slap now he will not dare to ask his wife,0,1,0,1263160858076516352,3283868622,2020-05-20 17:33:11+00:00,,,,India,,Madhya Pradesh,India
4588,NaveenChomal,frankly speak that destructive ideology stem from their faith itself both be intertwine inseparable this reality will have to be spell out accept one can not expect to be save just by close eye to the danger https twittercomedrormbastatus1263172371353079808,0,1,0,1263177298125000706,1131958686,2020-05-20 18:38:31+00:00,,,,Mumbai,Mumbai,Maharashtra,India
4643,GeetanjaliAgar4,cm sir geetanjali agarkar from mira road i be go through divorce and i still stay in my marital house i have be out for work for a week and when i return back from there my husband and inlaws do not take me back home pls help 8169325169,0,0,1,1256797841684643842,1106852609418297344,2020-05-03 04:08:50+00:00,,,,"Bhayander East, Mumbai",Mumbai,Maharashtra,India
4675,Ssingh246810,dgppunjabpolice domestic violence case with men have increase in punjab during lockdown period cmopb capt_amarinder punjabpoliceind jagwinderpatia2 abpnews bisyarvickram roopenshu gurindersason suprakashkh vswaminathan2 swatijaihind india_nhrc,2,2,0,1262601415299653633,894597167427407873,2020-05-19 04:30:10+00:00,,@DGPPunjabPolice @CMOPb @capt_amarinder @PunjabPoliceInd @JagwinderPatia2 @ABPNews @BisyarVickram @roopenshu @Gurindersason @suprakashkh @VSwaminathan2 @SwatiJaiHind @India_NHRC,,"India,",,Madhya Pradesh,India
4683,sasidhar9538,sexual harrasment you guy would harass a dog too do nt think rest of the world donesnt know what you guy do to north korean girls who escape to china you guy be not humans eat bat shit you guy have become vampires go at least teach your next generation what to eat,0,0,1,1262642100618752000,3315584208,2020-05-19 07:11:50+00:00,,,,"Andhra Pradesh, India",,Andhra Pradesh,India
4684,aftabd,expl kabir warn say that the poor and weak man should not be oppress think that he be not capable to protect himself or repulse the oppressionhe cite the example of the blower make of lifeless hide cause by its breath to burn strong iron to ash migrantworkers,0,0,0,1263139056210198528,20969318,2020-05-20 16:06:33+00:00,#Kabir #MigrantWorkers,,,India,,Madhya Pradesh,India
4702,Poonam_Kat,if this domestic violence be an infectious disease we would have a treatment center in every neighborhood there be a huge disconnect between the prevalence of domestic violence and support service by state available to survivors,1,1,0,1263225562815856640,954952868670263296,2020-05-20 21:50:18+00:00,,,,Ahemadabad,Indore,Madhya Pradesh,India
4711,papercheesecake,dark dark nights in bengal tempest disease fear loneliness speak my father through his a severe helplessness and depression calcutta cyclone oldpeople,0,0,1,1263167055211008002,54593523,2020-05-20 17:57:49+00:00,#calcutta #cyclone #oldpeople,,,New Delhi,New Delhi,Delhi,India
4726,AliKaashifKhan,i have file complaint against mr_faisu_07 for glorify domestic violence assault force crime against women in his tiktok videos he have millions of followers on social media sharmarekha ncwindia mscw_bandra mumbaipolice vijayarahatkar please take strict action,292,812,123,1263217196785786885,2518794428,2020-05-20 21:17:03+00:00,,@Mr_Faisu_07 @sharmarekha @NCWIndia @mscw_bandra @MumbaiPolice @VijayaRahatkar,,Mumbai,Mumbai,Maharashtra,India
4742,Akshay7680,abe madarchod tu idhar english jaade gaa toh teri maa toh chpdni hi padegi we will abuse dont pole your nose here and there go tou your parent and have fun their,0,0,0,1263213735600164864,844778136394915840,2020-05-20 21:03:18+00:00,,,,"MUMBAI,INDIA",Mumbai,Maharashtra,India
4749,_myeyesareonyou,attention please binti promote domestic violence and find it cute and natural when a husband slap his wife check her tl you ll find rashami sid dsdt slap clip go through the comment this sick mentality do nt deserve your sanity please do nt waste time sidnaaz,3,11,2,1262845476761669634,1218502604826628097,2020-05-19 20:39:58+00:00,#SidNaaz,,,India,,Madhya Pradesh,India
4755,Urmila81645089,if you think like bhagat singh could have achieve freedom just basis violence then i don t know what to say it just give britishers an excuse to use more violence against indians diplomacy and put together a credible party capable of run the country be equally imp,0,0,2,1263127672906854400,1207416435091181569,2020-05-20 15:21:19+00:00,,,,"Mumbai, India",Mumbai,Maharashtra,India
4761,ViragoPhoenicis,the more problematic side be the girl have no sense of social responsibility or empathy for women who actually go through physical and sexual assault wake idiot do nt realise the concept of boundaries she should be accountable more that that guy for normalise masochism,0,0,0,1262754508725121026,1100255161828630539,2020-05-19 14:38:30+00:00,,,,"Delhi, India",Delhi,Delhi,India
4762,RomeKaNeiro,would three of my twitter followersfriends please copy and repost in these challenge time someone in uk might need one of them childline 0800 11 samaritans 116 123 domestic violence hotline 0808 200 247 mind 0300 123 3393 age uk 0800 169 6565,3,6,2,1263163449686650881,956530557520760838,2020-05-20 17:43:29+00:00,,,,"Gurgaon, India",Gurugram,Haryana,India
4768,PrateekJain28,tiktok thrive on hinduphobic misogynist patriarchal sexist body sham content that promote violence strengthen prejudice and perversions of society in most outrageous ways bantiktokinlndia,0,0,0,1263175401456599040,286038847,2020-05-20 18:30:59+00:00,#TikTok #BanTikTokinlndia,,,"New Delhi, India",New Delhi,Delhi,India
4769,_panophobic,really try to give save me a chance but if sing mi would have just say that the spiritual fkward be a pervert her family wouldn t be in the cult i mean,0,0,1,1262252218498990080,96771433,2020-05-18 05:22:35+00:00,,,,"Delhi, India",Delhi,Delhi,India
4774,shivangi_roy_,exactly due to him some innocent tiktokers be get death and rape threats,0,0,1,1263223328048848897,1188361196556046336,2020-05-20 21:41:25+00:00,,,,India,,Madhya Pradesh,India
4793,Tricolor_Waver,agar main ek video mein kisi ladki ko gandi gandi gaaliyan du domestic violence to wo bhi nahi hai maam but kyaa aap uske liye bhi same baat bologi,0,0,1,1262707428623171584,1076456168631939073,2020-05-19 11:31:25+00:00,,,,India,,Madhya Pradesh,India
4810,YourKoushikk,1 domestic violence and abuse where s the proof even aish deny that 2 forensic report say there s no trace of bullet die from overeat 3 acquit by the supreme court 4 everyone be asshole in another s story go for facts not spicy news,0,0,1,1263001916847673344,3017695901,2020-05-20 07:01:37+00:00,,,,India,,Madhya Pradesh,India
4878,sagar_M007,in all videos of vulgarity cringe radicle islamic child abuse domestic violence woman abuse r pe acid attack on tiktok there s one common thing be that all create by muslims bantiktokinindia,0,2,0,1262598831507636229,782839561416171520,2020-05-19 04:19:54+00:00,#BanTikTokInIndia,,,"Maharashtra, India",,Maharashtra,India
4891,nikhilthakur902,tiktok algorithm promote 1 pornography 2 religious hate 3 acid attack 4 domestic violence 5 rape threat 6 abusive content tiktok never promote good skills because of all this reason tiktok india be blame tiktokban tiktokdown sharmarekha pmoindia india_nhrc,0,0,0,1262795190810664961,3177816067,2020-05-19 17:20:09+00:00,#tiktokban #tiktokdown,@sharmarekha @PMOIndia @India_NHRC,,Indore,Indore,Madhya Pradesh,India
4907,manojgjha,rip goodtimes for those startups that rnt make a profit need to ensure liquidity fund for d next quarter firm that r able to control d burn rate at dis time since demand amp supply r go to be impact in many segmentsbut we see dis impact only in d shortterm,0,0,0,1263157967869730817,46581514,2020-05-20 17:21:42+00:00,,,,Mumbai,Mumbai,Maharashtra,India
4912,DhavalA43947846,sharmarekha myogiadityanath pmoindia cyber tiktok_in rahulgandhi we want tik tok ban in india he promote terrorism and rape domestic violence acid attack and indian culture tiktokexposed bantiktokindia covid_19 hindustani tiktok indiagovt terrorism bannedstories,1,2,0,1262803329169551361,1255411071915098113,2020-05-19 17:52:30+00:00,#tiktokexposed #BanTikTokIndia #Covid_19 #Hindustani #TikTok #indiaGovt #terrorism #BannedStories,@sharmarekha @myogiadityanath @PMOIndia @cyber @TikTok_IN @RahulGandhi,,"Gujarat, India",,Gujarat,India
4966,debsur02,bkpcitypolice my father s account have be hack we live in durganagar please call 9883237078 or 8697920153 to guide me,0,0,0,1238848411371094016,94907263,2020-03-14 15:24:12+00:00,,@bkpcitypolice,,Kolkata,Kolkata,West Bengal,India
4974,Singh2639,rwac48 sir some r arm chair commandos also we also see over the top celebrations when our force kill terrorists we be play into hand of those terrorists amp give them wide exposure should stop this with somethin like 2sent to hell etc no picture majorgauravarya,1,5,1,1263131586280648705,1510053619,2020-05-20 15:36:52+00:00,,@rwac48 @majorgauravarya,,India,,Madhya Pradesh,India
5000,dsabhi123,prakashjavdekar it s time to ban tiktok_in not only it promote rap domestic violence discrimination animal cruelty but take live of people who be responsible for the death of these mother and child tiktokbanindia tiktokexposed ncwindia petaindia,0,1,0,1263018964252266496,872652208898273281,2020-05-20 08:09:21+00:00,#tiktokbanindia #tiktokexposed,@PrakashJavdekar @TikTok_IN @NCWIndia @PetaIndia,,"Sagar, India",Sagar,Madhya Pradesh,India
5020,ajayfranklin10,jackharlow be next up no lie he s wavy af and can murder any beat he s on,0,0,0,1263141445210263552,1432732200,2020-05-20 16:16:03+00:00,,@jackharlow,,"Bengaluru, India",Bengaluru,Karnataka,India
5029,Plan_India,14 covid19 lockdown measure be put girls and women at heighten risk of domesticviolence therefore the need for their access to women helplines to seek government protection service safety net and social network helpindiaheal,1,4,0,1262685127991230465,18931466,2020-05-19 10:02:48+00:00,#COVID19 #domesticviolence #HelpIndiaHeal,,,"New Delhi, India",New Delhi,Delhi,India
5036,vishalpnayak,tiktok s dark gut why porn sex rape violence be allow to thrive exemployee explain memenist_ https wwopindiacom202005tiktokexemployeebytedancechinesecompanythrivewhysexpornrapeviolence via opindia_com,0,0,0,1263073355076448256,991281736985165824,2020-05-20 11:45:29+00:00,,@memenist_ @OpIndia_com,,"Mumbai, India",Mumbai,Maharashtra,India
5079,iveek19,rat of tiktok down from 45 to 20 tiktok should be ban in india because the users of tiktok be glorify domestic violence and acid attack at all bantiktokinindia bantiktokapp tiktokdown,0,1,0,1262626344585891841,1135946128086618112,2020-05-19 06:09:13+00:00,#Tiktok #BanTikTokInIndia #BanTikTokApp #tiktokdown,,,"Bhadrak, India",Bhadrak,Odisha,India
5097,ccaravaggihoe,i say something wrong last night while amey do something wrong he do not sexually assault anyone i sincerely apologize for any discomfort experience by either party it be misinform and careless i hope this clarify things,1,26,1,1263018936943198216,1192146232002543616,2020-05-20 08:09:14+00:00,,,,delhi,Delhi,Delhi,India
5108,yashvardhantap1,hello punecitypolice one of my relative be stick in pune she s 8 months pregnant and need to travel to her inlaws place in assam please help,0,1,0,1255497345497776135,2938475966,2020-04-29 14:01:07+00:00,,@PuneCityPolice,,"Pune, India",Pune,Maharashtra,India
5112,_r_i_a_m,what dirt be beeing spread on this platform people be support gang rap acid attack domestic violence shame on such people and such app that let people do this on there platform and shame on those girls take part in this bantiktoklnlndia bantiktok,1,4,0,1262645274494803968,708860790611124224,2020-05-19 07:24:26+00:00,#BanTikToklnlndia #BanTiktok,,,"Rajasthan, India",,Rajasthan,India
5113,waseem33,by now i m pretty sure you be a potential abuser pervert and eveteaser the language you be endorse clearly show how you respect women in your family jis maa ke pet se janam liye usee ka apmaan tuj jaise bhakt hi karsakte hai,0,0,0,1262750069524033543,71994675,2020-05-19 14:20:51+00:00,,,,"Bengaluru, India",Bengaluru,Karnataka,India
5124,prince__ra_j,great step post sexually explicit content on you ll fire from tiktok_in,0,0,0,1262803182624944128,1193941850073120769,2020-05-19 17:51:55+00:00,,@TikTok_IN,,"Mumbai, India",Mumbai,Maharashtra,India
