,Country name,Country Code,Region,Region Code,Year of Survey,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
5920,Thailand,THA,East Asia and Pacific,EAS,2002,hses,Young worker,7704616,0.0,1.0,0.0,0.0,0.35,1.0,0.33,0.24,0.09,3991848.04,0.52,0.46,0.06,0.47,,0.91,0.09,0.91,0.09,0.57,0.42,0.01,,,,,,,0.38,0.28,0.33,0.68,0.62,0.0,0.23,0.0,0.05,0.22,0.02,0.02,0.02,0.06,0.02,0.01,0.03,0.05,0.14,0.33,0.15,0.1,0.17,0.0,,,,21.45,27.1,1.68,3861.0,4877.52,302.5,1400.0,4182.0,4042.0,0.91,,0.02,0.02,0.74,0.22
5921,Thailand,THA,East Asia and Pacific,EAS,2006,hses,Female,31469446,0.22,0.12,0.55,0.1,0.3,0.67,0.33,0.23,0.1,16151446.18,0.76,0.76,0.11,0.75,,0.99,0.01,0.91,0.09,0.39,0.58,0.03,,,,,,,0.44,0.19,0.38,0.56,0.74,0.0,0.16,0.0,0.02,0.22,0.01,0.02,0.02,0.1,0.06,0.05,0.04,0.05,0.17,0.38,0.07,0.05,0.13,0.0,35.0,0.48,0.19,28.13,31.05,2.2,5097.12,5626.86,399.35,2163.46,4882.15,6750.0,,,0.06,0.41,0.4,0.14
5922,Thailand,THA,East Asia and Pacific,EAS,2006,hses,Lower education,38823910,0.25,0.05,0.57,0.14,0.23,0.61,0.33,0.23,0.1,20370585.85,0.86,0.8,0.1,0.85,,0.99,0.01,0.91,0.09,0.29,0.65,0.06,,,,,,,0.58,0.17,0.25,0.41,0.55,0.0,0.11,0.0,0.06,0.17,0.02,0.01,0.01,0.04,0.09,0.0,0.01,0.01,0.1,0.49,0.1,0.06,0.15,0.0,35.0,0.55,0.15,23.08,25.48,1.81,4153.85,4585.56,325.45,2578.85,4500.0,4673.08,0.85,,0.06,0.57,0.37,0.0
5923,Thailand,THA,East Asia and Pacific,EAS,2006,hses,Male,28883915,0.26,0.13,0.53,0.08,0.29,0.65,0.33,0.23,0.1,16697988.6,0.88,,0.02,0.86,,0.98,0.02,0.9,0.1,0.45,0.47,0.08,,,,,,,0.42,0.22,0.35,,0.65,0.0,0.13,0.0,0.09,0.17,0.05,0.02,0.06,0.05,0.12,0.03,0.03,0.03,0.09,0.34,0.13,0.11,0.12,0.0,35.0,0.51,0.17,31.25,34.5,2.45,5711.54,6305.14,447.49,3115.38,5192.31,7269.23,,,0.03,0.34,0.46,0.18
5924,Thailand,THA,East Asia and Pacific,EAS,2006,hses,Total,60353361,0.24,0.12,0.54,0.09,0.3,0.66,0.51,0.37,0.14,32849434.78,0.82,0.76,0.06,0.8,,0.98,0.02,0.9,0.1,0.42,0.52,0.05,,,,,,,0.43,0.2,0.37,0.56,0.69,0.0,0.15,0.0,0.05,0.2,0.03,0.02,0.04,0.07,0.09,0.04,0.03,0.04,0.13,0.36,0.1,0.08,0.12,0.0,35.0,0.5,0.18,29.41,32.47,2.3,5379.23,5938.29,421.45,2700.0,4995.0,7269.23,0.85,,0.04,0.38,0.43,0.16
5925,Thailand,THA,East Asia and Pacific,EAS,2006,hses,Urban,17948946,0.2,0.14,0.58,0.08,1.0,0.72,0.33,0.23,0.1,10174656.12,0.79,0.72,0.05,0.76,,0.97,0.03,0.88,0.12,0.6,0.35,0.05,,,,,,,0.1,0.26,0.64,0.91,0.95,0.0,0.2,0.0,0.05,0.34,0.06,0.06,0.06,0.13,0.11,0.08,0.07,0.07,0.23,0.08,0.12,0.12,0.12,0.0,35.0,0.28,0.3,40.28,44.47,3.16,7269.23,8024.72,569.53,3461.54,6230.77,8307.69,0.85,,0.03,0.28,0.44,0.25
5926,Thailand,THA,East Asia and Pacific,EAS,2009,hses,Female,33716610,0.21,0.12,0.57,0.11,0.32,0.68,0.32,0.21,0.11,17375101.1,0.76,0.76,0.12,0.75,0.24,0.99,0.01,0.92,0.08,0.4,0.58,0.02,,,,,,,0.41,0.18,0.41,0.59,0.75,0.0,0.16,0.0,0.02,0.24,0.01,0.03,0.03,0.11,0.05,0.05,0.04,0.05,0.19,0.36,0.07,0.05,0.14,0.0,40.0,0.25,0.18,30.0,30.97,2.35,5854.33,6044.45,458.67,3027.12,5428.3,7476.92,,,0.05,0.38,0.42,0.15
5927,Thailand,THA,East Asia and Pacific,EAS,2009,hses,Lower education,40654842,0.25,0.04,0.55,0.15,0.24,0.59,0.32,0.21,0.11,20568001.87,0.85,0.79,0.11,0.84,0.35,0.99,0.01,0.91,0.09,0.29,0.67,0.04,,,,,,,0.56,0.18,0.26,0.43,0.59,0.0,0.11,0.0,0.07,0.18,0.02,0.01,0.01,0.04,0.06,0.0,0.01,0.01,0.12,0.48,0.11,0.06,0.16,0.0,40.0,0.39,0.2,25.0,25.81,1.96,4759.62,4914.19,372.91,3218.11,5046.92,5192.31,0.92,,0.06,0.55,0.39,0.0
5928,Thailand,THA,East Asia and Pacific,EAS,2009,hses,Rural,44643546,0.24,0.11,0.54,0.11,0.0,0.65,0.32,0.21,0.11,24284847.78,0.83,0.78,0.08,0.82,0.36,0.99,0.01,0.93,0.07,0.36,0.61,0.04,,,,,,,0.55,0.19,0.27,0.45,0.57,0.0,0.12,0.0,0.06,0.15,0.02,0.01,0.03,0.06,0.06,0.03,0.02,0.02,0.1,0.47,0.1,0.06,0.13,0.0,40.0,0.36,0.17,27.5,28.39,2.15,5192.31,5360.93,406.81,3375.0,5062.5,6230.77,0.92,,0.04,0.38,0.44,0.14
5929,Thailand,THA,East Asia and Pacific,EAS,2009,hses,Total,64711606,0.22,0.12,0.55,0.1,0.31,0.67,0.48,0.33,0.15,35578935.95,0.81,0.76,0.07,0.8,0.28,0.98,0.02,0.91,0.09,0.43,0.53,0.04,,,,,,,0.41,0.21,0.39,0.59,0.68,0.0,0.14,0.0,0.06,0.21,0.03,0.03,0.04,0.08,0.07,0.04,0.04,0.04,0.14,0.35,0.11,0.08,0.13,0.0,40.0,0.27,0.18,31.47,32.49,2.47,6230.77,6433.12,488.17,3461.54,5481.0,7830.0,0.92,,0.04,0.35,0.44,0.18
5930,Thailand,THA,East Asia and Pacific,EAS,2009,hses,Urban,20068059,0.18,0.14,0.59,0.1,1.0,0.72,0.32,0.21,0.11,11294088.17,0.78,0.72,0.06,0.76,0.1,0.97,0.03,0.86,0.14,0.6,0.36,0.04,,,,,,,0.1,0.25,0.65,0.91,0.94,0.0,0.19,0.01,0.05,0.35,0.05,0.06,0.06,0.13,0.1,0.07,0.08,0.08,0.24,0.08,0.12,0.11,0.12,0.0,40.0,0.13,0.19,38.46,39.71,3.01,8307.69,8577.49,650.89,4153.85,6750.0,8826.92,0.92,,0.03,0.26,0.45,0.26
5931,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Female,33426958,0.2,0.11,0.57,0.11,0.34,0.68,0.32,0.21,0.11,17498797.03,0.77,0.77,0.11,0.76,,0.99,0.01,0.93,0.07,0.41,0.57,0.02,,,,,,0.12,0.4,0.17,0.43,0.6,0.71,0.0,0.15,0.0,0.02,0.25,0.01,0.03,0.03,0.11,0.04,0.05,0.04,0.05,0.21,0.36,0.07,0.05,0.14,0.0,,,,,,,,,,,,,,,0.05,0.38,0.44,0.13
5932,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Higher education,25770537,0.18,0.25,0.54,0.02,0.44,0.8,0.32,0.21,0.11,15580043.82,0.76,0.7,0.06,0.74,,0.97,0.03,0.92,0.08,0.61,0.36,0.04,,,,,,0.22,0.2,0.22,0.58,0.83,0.7,0.0,0.17,0.01,0.04,0.27,0.04,0.05,0.08,0.14,0.08,0.09,0.08,0.09,0.2,0.17,0.1,0.1,0.09,0.0,,,,,,,,,,,,,,,0.0,0.0,0.62,0.38
5933,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Lower education,38087279,0.24,0.03,0.57,0.16,0.26,0.6,0.32,0.21,0.11,20078162.93,0.88,0.82,0.16,0.87,,0.99,0.01,0.94,0.06,0.3,0.66,0.03,,,,,,0.03,0.56,0.17,0.27,0.43,0.58,0.0,0.1,0.0,0.07,0.18,0.02,0.01,0.02,0.04,0.05,0.0,0.01,0.0,0.12,0.48,0.11,0.06,0.16,0.0,,,,,,,,,,,,,,,0.06,0.56,0.38,0.0
5934,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Male,30430858,0.23,0.12,0.55,0.09,0.33,0.67,0.32,0.21,0.11,18159409.72,0.88,,0.03,0.87,,0.98,0.02,0.92,0.08,0.46,0.49,0.05,,,,,,0.12,0.4,0.22,0.38,,0.65,0.0,0.12,0.0,0.09,0.19,0.05,0.03,0.06,0.06,0.08,0.03,0.03,0.03,0.11,0.34,0.14,0.11,0.12,0.0,,,,,,,,,,,,,,,0.03,0.31,0.5,0.16
5935,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Old worker,35807035,0.0,0.0,1.0,0.0,0.36,1.0,0.32,0.21,0.11,31926901.28,0.89,0.84,,0.88,,0.99,0.01,,,0.42,0.55,0.04,,,,,,0.13,0.41,0.18,0.4,0.58,,0.0,0.13,0.0,0.05,0.21,0.03,0.03,0.05,0.09,0.07,0.04,0.04,0.04,0.15,0.36,0.1,0.08,0.12,0.0,,,,,,,,,,,,,,,0.04,0.42,0.4,0.14
5936,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Rural,42378479,0.24,0.11,0.54,0.11,0.0,0.65,0.32,0.21,0.11,23331901.92,0.84,0.79,0.07,0.83,,0.99,0.01,0.94,0.06,0.36,0.61,0.03,,,,,,0.1,0.56,0.17,0.27,0.43,0.55,0.0,0.11,0.0,0.06,0.15,0.02,0.01,0.04,0.06,0.05,0.03,0.02,0.02,0.1,0.49,0.09,0.06,0.13,0.0,,,,,,,,,,,,,,,0.04,0.38,0.46,0.12
5937,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Total,63857816,0.22,0.12,0.56,0.1,0.34,0.68,0.47,0.32,0.15,35658206.75,0.82,0.77,0.07,0.81,,0.98,0.02,0.92,0.08,0.44,0.53,0.03,,,,,,0.12,0.4,0.19,0.4,0.6,0.68,0.0,0.13,0.0,0.06,0.22,0.03,0.03,0.05,0.09,0.06,0.04,0.04,0.04,0.16,0.35,0.1,0.08,0.13,0.0,,,,,,,,,,,,,,,0.04,0.35,0.47,0.14
5938,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Urban,21479337,0.18,0.13,0.6,0.1,1.0,0.73,0.32,0.21,0.11,12326304.84,0.79,0.73,0.06,0.77,,0.98,0.02,0.89,0.11,0.58,0.38,0.04,,,,,,0.15,0.1,0.23,0.67,0.9,0.93,0.0,0.17,0.01,0.05,0.35,0.05,0.06,0.06,0.14,0.08,0.07,0.07,0.07,0.26,0.09,0.12,0.11,0.13,0.0,,,,,,,,,,,,,,,0.03,0.27,0.49,0.21
5939,Thailand,THA,East Asia and Pacific,EAS,2010,hses,Young worker,7519888,0.0,1.0,0.0,0.0,0.37,1.0,0.32,0.21,0.11,3731305.47,0.5,0.42,0.07,0.46,,0.92,0.08,0.92,0.08,0.61,0.38,0.0,,,,,,0.06,0.32,0.28,0.4,0.71,0.68,0.0,0.2,0.0,0.08,0.27,0.02,0.03,0.02,0.07,0.01,0.01,0.03,0.05,0.2,0.27,0.13,0.1,0.2,0.0,,,,,,,,,,,,,,,0.02,0.01,0.79,0.18
5940,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Female,33121933,0.19,0.11,0.57,0.12,0.34,0.68,0.31,0.2,0.12,16942265.23,0.75,0.75,0.13,0.74,0.22,0.99,0.01,0.91,0.09,0.41,0.57,0.02,,,,,,0.13,0.4,0.17,0.43,0.6,0.74,0.0,0.15,0.0,0.02,0.24,0.01,0.03,0.03,0.11,0.02,0.06,0.04,0.05,0.23,0.36,0.07,0.05,0.12,0.0,,,,46.83,45.11,3.67,8430.0,8120.62,660.47,6000.0,8000.0,8500.0,,1.7,0.05,0.38,0.44,0.13
5941,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Higher education,25530575,0.17,0.26,0.55,0.03,0.45,0.81,0.31,0.2,0.12,15420854.01,0.75,0.69,0.06,0.72,0.16,0.97,0.03,0.89,0.11,0.62,0.35,0.03,,,,,,0.22,0.2,0.23,0.57,0.83,0.71,0.0,0.18,0.01,0.04,0.25,0.04,0.05,0.09,0.13,0.06,0.11,0.07,0.08,0.23,0.18,0.12,0.1,0.07,0.0,,,,55.56,53.52,4.35,10000.0,9633.0,783.48,8200.0,9631.76,10030.0,0.93,1.7,0.0,0.0,0.62,0.38
5942,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Lower education,37689548,0.23,0.02,0.58,0.17,0.26,0.6,0.31,0.2,0.12,19503651.61,0.86,0.8,0.17,0.86,0.32,0.99,0.01,0.9,0.1,0.31,0.66,0.03,,,,,,0.03,0.55,0.18,0.27,0.44,0.66,0.0,0.11,0.0,0.07,0.18,0.02,0.01,0.02,0.04,0.02,0.0,0.01,0.0,0.16,0.49,0.12,0.07,0.14,0.0,,,,36.11,34.79,2.83,6500.0,6261.45,509.26,5000.0,7500.0,6000.0,0.93,1.7,0.07,0.55,0.38,0.0
5943,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Male,30098190,0.22,0.12,0.56,0.1,0.33,0.68,0.31,0.2,0.12,17982240.39,0.88,,0.03,0.85,0.28,0.97,0.03,0.88,0.12,0.48,0.49,0.04,,,,,,0.12,0.39,0.23,0.37,,0.67,0.0,0.13,0.01,0.1,0.18,0.05,0.03,0.07,0.05,0.05,0.04,0.03,0.02,0.14,0.35,0.16,0.11,0.1,0.0,,,,50.0,48.17,3.92,9000.0,8669.7,705.13,6000.0,9500.0,9000.0,,1.7,0.03,0.31,0.5,0.16
5944,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Old worker,35747543,0.0,0.0,1.0,0.0,0.36,1.0,0.31,0.2,0.12,31410987.92,0.88,0.82,,0.87,0.26,0.99,0.01,,,0.43,0.54,0.03,,,,,,0.13,0.4,0.2,0.4,0.59,,0.0,0.13,0.0,0.06,0.2,0.03,0.03,0.05,0.08,0.04,0.05,0.03,0.03,0.19,0.37,0.11,0.08,0.11,0.0,,,,52.78,50.84,4.14,9500.0,9151.35,744.3,6000.0,9000.0,9600.0,0.93,1.7,0.05,0.41,0.4,0.14
5945,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Rural,41923978,0.22,0.11,0.55,0.12,0.0,0.66,0.31,0.2,0.12,22817969.32,0.82,0.77,0.08,0.81,0.33,0.98,0.02,0.9,0.1,0.36,0.61,0.02,,,,,,0.1,0.55,0.18,0.27,0.44,0.57,0.0,0.11,0.0,0.06,0.14,0.02,0.01,0.04,0.06,0.03,0.03,0.02,0.02,0.13,0.5,0.11,0.06,0.11,0.0,,,,44.44,42.81,3.48,8000.0,7706.4,626.78,5900.0,8200.0,8000.0,0.93,1.7,0.04,0.37,0.47,0.11
5946,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Total,63220124,0.2,0.12,0.57,0.11,0.34,0.68,0.46,0.3,0.16,34924505.62,0.81,0.75,0.08,0.79,0.25,0.98,0.02,0.89,0.11,0.44,0.53,0.03,,,,,,0.12,0.4,0.2,0.4,0.6,0.7,0.0,0.14,0.0,0.06,0.21,0.03,0.03,0.05,0.08,0.03,0.05,0.03,0.04,0.19,0.36,0.12,0.08,0.11,0.0,,,,50.0,48.17,3.92,9000.0,8669.7,705.13,6000.0,8803.22,9000.0,0.93,1.7,0.04,0.34,0.47,0.14
5947,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Urban,21296145,0.17,0.13,0.6,0.1,1.0,0.73,0.31,0.2,0.12,12106536.3,0.78,0.72,0.06,0.76,0.09,0.97,0.03,0.87,0.13,0.6,0.36,0.04,,,,,,0.16,0.1,0.25,0.65,0.91,0.94,0.0,0.19,0.01,0.05,0.34,0.05,0.06,0.07,0.13,0.05,0.09,0.06,0.06,0.3,0.09,0.14,0.11,0.1,0.0,,,,55.56,53.52,4.35,10000.0,9633.0,783.48,6000.0,9000.0,10356.73,0.93,1.7,0.04,0.27,0.48,0.21
5948,Thailand,THA,East Asia and Pacific,EAS,2011,hses,Young worker,7432972,0.0,1.0,0.0,0.0,0.36,1.0,0.31,0.2,0.12,3513517.7,0.47,0.38,0.08,0.42,0.16,0.89,0.11,0.89,0.11,0.61,0.38,0.0,,,,,,0.06,0.3,0.28,0.42,0.74,0.7,0.0,0.2,0.0,0.08,0.28,0.02,0.03,0.02,0.07,0.0,0.02,0.03,0.05,0.21,0.26,0.16,0.11,0.15,0.0,,,,37.78,36.39,2.96,6800.0,6550.44,532.77,5000.0,7000.0,6500.0,0.93,1.7,0.02,0.01,0.79,0.18
5949,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Higher education,6669497,0.39,0.22,0.35,0.04,0.27,0.57,0.42,0.38,0.04,2104603.76,0.58,0.48,0.35,0.55,0.01,0.96,0.04,0.93,0.07,,,,,,,,,0.49,0.64,0.04,0.32,0.26,0.17,0.0,0.01,0.0,0.03,0.06,0.02,0.0,0.05,0.18,0.01,0.11,0.02,0.01,0.08,0.01,0.05,0.02,0.69,0.0,25.0,0.83,0.04,,,,,,,,,,,,0.01,0.06,0.22,0.72
5950,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Male,3346860,0.4,0.22,0.34,0.04,0.26,0.56,0.42,0.38,0.04,1210606.53,0.68,,0.27,0.64,0.01,0.95,0.05,0.92,0.08,,,,,,,,,0.51,0.57,0.05,0.38,,0.21,0.0,0.01,0.0,0.04,0.07,0.03,0.0,0.07,0.2,0.01,0.12,0.02,0.0,0.09,0.02,0.06,0.04,0.63,0.0,25.0,0.82,0.04,,,,,,,,,,,,0.0,0.05,0.19,0.76
5951,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Old worker,2338417,0.0,0.0,1.0,0.0,0.3,1.0,0.42,0.38,0.04,1522375.45,0.65,0.53,,0.63,0.01,0.96,0.04,,,,,,,,,,,0.53,0.57,0.04,0.39,0.32,,0.0,0.01,0.0,0.03,0.07,0.02,0.0,0.07,0.22,0.01,0.14,0.03,0.01,0.09,0.01,0.05,0.03,0.62,0.0,25.0,0.83,0.04,,,,,,,,,,,,0.01,0.03,0.13,0.83
5952,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Rural,4864426,0.39,0.23,0.34,0.04,0.0,0.56,0.42,0.38,0.04,1626298.4,0.62,0.54,0.32,0.6,0.01,0.97,0.03,0.96,0.04,,,,,,,,,0.45,0.77,0.03,0.2,0.14,0.1,0.0,0.01,0.0,0.02,0.03,0.01,0.0,0.04,0.12,0.0,0.08,0.01,0.0,0.04,0.01,0.03,0.02,0.8,0.0,25.0,0.83,0.04,,,,,,,,,,,,0.01,0.06,0.22,0.71
5953,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Total,6669497,0.39,0.22,0.35,0.04,0.27,0.57,0.75,0.68,0.07,2104603.76,0.55,0.48,0.35,0.53,0.01,0.96,0.04,0.93,0.07,,,,,,,,,0.49,0.64,0.04,0.32,0.26,0.17,0.0,0.01,0.0,0.03,0.06,0.02,0.0,0.05,0.18,0.01,0.11,0.02,0.01,0.08,0.01,0.05,0.02,0.69,0.0,25.0,0.83,0.04,,,,,,,,,,,,0.01,0.06,0.22,0.72
5954,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Urban,1805071,0.37,0.2,0.38,0.04,1.0,0.58,0.42,0.38,0.04,478305.36,0.47,0.35,0.43,0.43,0.01,0.91,0.09,0.79,0.21,,,,,,,,,0.63,0.17,0.07,0.75,0.79,0.64,0.0,0.03,0.0,0.04,0.19,0.03,0.01,0.11,0.41,0.03,0.21,0.05,0.02,0.24,0.01,0.1,0.05,0.29,0.0,25.0,0.84,0.01,,,,,,,,,,,,0.01,0.05,0.21,0.73
5955,Tajikistan,TJK,Europe and Central Asia,ECS,2003,hbs,Young worker,1464249,0.0,1.0,0.0,0.0,0.25,1.0,0.42,0.38,0.04,582228.31,0.45,0.41,0.35,0.42,0.01,0.93,0.07,0.93,0.07,,,,,,,,,0.37,0.83,0.02,0.14,0.12,0.17,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.02,0.08,0.0,0.03,0.01,0.0,0.05,0.01,0.02,0.0,0.87,0.0,25.0,0.82,0.03,,,,,,,,,,,,0.0,0.09,0.35,0.56
5956,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Higher education,6093891,0.36,0.24,0.36,0.04,0.21,0.59,0.4,0.36,0.04,1681821.0,0.49,0.34,0.43,0.43,,0.88,0.12,0.79,0.21,,,,,,,,,0.45,,,,,,,,,,,,,,,0.03,0.11,0.05,0.01,0.14,0.35,0.12,0.08,0.11,0.01,,,,,,,,,,,,,,,0.01,0.08,0.23,0.68
5957,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Male,3045730,0.37,0.23,0.35,0.04,0.2,0.58,0.4,0.36,0.04,1094408.0,0.65,,0.26,0.57,,0.87,0.13,0.78,0.22,,,,,,,,,0.45,,,,,,,,,,,,,,,0.05,0.11,0.03,0.01,0.16,0.25,0.16,0.12,0.11,0.01,,,,,,,,,,,,,,,0.01,0.08,0.19,0.73
5958,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Old worker,2164842,0.0,0.0,1.0,0.0,0.23,1.0,0.4,0.36,0.04,1281016.0,0.59,0.38,,0.54,,0.91,0.09,,,,,,,,,,,0.49,,,,,,,,,,,,,,,0.04,0.13,0.06,0.01,0.13,0.31,0.12,0.09,0.1,0.01,,,,,,,,,,,,,,,0.01,0.02,0.14,0.83
5959,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Rural,4831185,0.37,0.25,0.35,0.04,0.0,0.59,0.4,0.36,0.04,1340757.0,0.5,0.34,0.42,0.44,,0.88,0.12,0.79,0.21,,,,,,,,,0.4,,,,,,,,,,,,,,,0.03,0.1,0.03,0.01,0.1,0.42,0.12,0.08,0.11,0.01,,,,,,,,,,,,,,,0.01,0.08,0.24,0.67
5960,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Total,6093891,0.36,0.24,0.36,0.04,0.21,0.59,0.68,0.61,0.07,1681821.0,0.46,0.34,0.43,0.41,,0.88,0.12,0.79,0.21,,,,,,,,,0.45,,,,,,,,,,,,,,,0.03,0.11,0.05,0.01,0.14,0.35,0.12,0.08,0.11,0.01,,,,,,,,,,,,,,,0.01,0.08,0.23,0.68
5961,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Urban,1262706,0.35,0.22,0.39,0.04,1.0,0.61,0.4,0.36,0.04,341064.0,0.47,0.32,0.44,0.41,,0.89,0.11,0.76,0.24,,,,,,,,,0.61,,,,,,,,,,,,,,,0.05,0.14,0.11,0.02,0.27,0.07,0.13,0.08,0.11,0.02,,,,,,,,,,,,,,,0.01,0.08,0.19,0.72
5962,Tajikistan,TJK,Europe and Central Asia,ECS,2004,hbs,Young worker,1459163,0.0,1.0,0.0,0.0,0.19,1.0,0.4,0.36,0.04,400805.0,0.32,0.26,0.43,0.25,,0.79,0.21,0.79,0.21,,,,,,,,,0.28,,,,,,,,,,,,,,,0.01,0.03,0.03,0.0,0.15,0.49,0.12,0.02,0.15,0.01,,,,,,,,,,,,,,,0.01,0.15,0.36,0.48
5963,Tajikistan,TJK,Europe and Central Asia,ECS,2007,hbs,Higher education,7052287,0.35,0.23,0.37,0.05,0.26,0.6,0.39,0.34,0.05,1987918.35,0.49,0.34,0.41,0.47,0.0,0.96,0.04,0.92,0.08,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.92,0.0,,,,,,,,,,,,0.01,0.08,0.24,0.68
5964,Tajikistan,TJK,Europe and Central Asia,ECS,2007,hbs,Male,3433964,0.37,0.22,0.36,0.05,0.26,0.58,0.39,0.34,0.05,1262405.28,0.66,,0.24,0.63,0.0,0.95,0.05,0.89,0.11,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.91,0.0,,,,,,,,,,,,0.01,0.07,0.2,0.73
5965,Tajikistan,TJK,Europe and Central Asia,ECS,2007,hbs,Old worker,2613138,0.0,0.0,1.0,0.0,0.28,1.0,0.39,0.34,0.05,1526728.54,0.58,0.38,,0.57,0.0,0.97,0.03,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.92,0.0,,,,,,,,,,,,0.01,0.03,0.17,0.8
5966,Tajikistan,TJK,Europe and Central Asia,ECS,2007,hbs,Rural,5200757,0.35,0.24,0.36,0.05,0.0,0.6,0.39,0.34,0.05,1483771.86,0.5,0.35,0.4,0.48,0.0,0.96,0.04,0.93,0.07,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.92,0.0,,,,,,,,,,,,0.01,0.08,0.25,0.66
5967,Tajikistan,TJK,Europe and Central Asia,ECS,2007,hbs,Total,7052287,0.35,0.23,0.37,0.05,0.26,0.6,0.66,0.58,0.08,1987918.35,0.47,0.34,0.41,0.45,0.0,0.96,0.04,0.92,0.08,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.92,0.0,,,,,,,,,,,,0.01,0.08,0.24,0.68
5968,Tajikistan,TJK,Europe and Central Asia,ECS,2007,hbs,Urban,1851530,0.35,0.22,0.4,0.04,1.0,0.62,0.39,0.34,0.05,504146.49,0.46,0.31,0.42,0.44,0.0,0.95,0.05,0.89,0.11,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.94,0.0,,,,,,,,,,,,0.01,0.08,0.2,0.71
