Country name,Country Code,Region,Year of Survey,Survey Type,Subsample,Total population, Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Old worker,650647,0.35,0.14,0.51,0.52,,0.0,0.07,0.01,0.06,0.24,0.08,0.01,0.13,0.06,0.01,0.07,0.03,0.01,0.3,0.35,0.14,0.05,0.03,0.01
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Rural,865471,0.76,0.06,0.17,0.14,0.11,0.0,0.03,0.0,0.03,0.08,0.02,0.0,0.05,0.01,0.01,0.03,0.01,0.0,0.1,0.75,0.06,0.02,0.02,0.0
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Total,1922919,0.4,0.14,0.46,0.47,0.4,0.0,0.08,0.01,0.05,0.21,0.07,0.01,0.11,0.05,0.01,0.07,0.02,0.01,0.27,0.4,0.14,0.05,0.03,0.01
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Urban,1057447,0.1,0.2,0.7,0.86,0.84,0.0,0.12,0.01,0.07,0.33,0.11,0.01,0.16,0.09,0.01,0.1,0.04,0.02,0.41,0.1,0.21,0.06,0.05,0.01
Gambia (The),GMB,Sub-Saharan Africa,2015,ihs,Young worker,378847,0.6,0.13,0.27,0.32,0.4,0.0,0.09,0.0,0.04,0.12,0.05,0.01,0.06,0.04,0.0,0.05,0.01,0.01,0.15,0.59,0.14,0.03,0.03,0.01
Georgia,GEO,Europe and Central Asia,2013,his,Female,1958545,0.44,0.05,0.5,0.56,0.62,0.0,0.04,0.01,0.0,0.13,0.02,0.04,0.3,0.02,0.03,0.19,0.11,0.03,0.14,0.44,0.02,0.0,0.04,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Higher education,3594162,0.42,0.12,0.47,0.56,0.56,0.01,0.06,0.02,0.04,0.14,0.06,0.04,0.22,0.01,0.05,0.14,0.1,0.02,0.12,0.4,0.06,0.05,0.05,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Lower education,104074,0.8,0.01,0.18,0.18,0.0,0.0,0.0,0.0,0.01,0.07,0.03,0.0,0.07,0.02,0.01,0.0,0.0,0.0,0.04,0.77,0.01,0.02,0.14,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Male,1739692,0.4,0.17,0.43,,0.52,0.01,0.07,0.02,0.07,0.15,0.09,0.04,0.14,0.0,0.06,0.09,0.08,0.01,0.1,0.38,0.1,0.1,0.06,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Old worker,1941483,0.42,0.12,0.46,0.55,,0.01,0.06,0.02,0.04,0.14,0.06,0.04,0.22,0.01,0.05,0.14,0.09,0.02,0.12,0.41,0.06,0.06,0.05,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Rural,1585844,0.72,0.05,0.22,0.25,0.26,0.01,0.02,0.01,0.02,0.06,0.03,0.01,0.12,0.0,0.01,0.06,0.04,0.01,0.06,0.7,0.03,0.04,0.04,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Total,3698237,0.42,0.12,0.46,0.56,0.55,0.01,0.06,0.02,0.04,0.14,0.06,0.04,0.22,0.01,0.05,0.14,0.1,0.02,0.12,0.41,0.06,0.05,0.05,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Urban,2112392,0.09,0.19,0.72,0.89,0.92,0.01,0.09,0.03,0.06,0.22,0.08,0.08,0.32,0.02,0.09,0.23,0.15,0.03,0.18,0.09,0.09,0.07,0.07,0.0
Georgia,GEO,Europe and Central Asia,2013,his,Young worker,528083,0.45,0.08,0.48,0.62,0.55,0.0,0.05,0.01,0.01,0.15,0.04,0.11,0.18,0.0,0.03,0.12,0.13,0.03,0.13,0.43,0.04,0.02,0.04,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Female,13657776,0.44,0.12,0.44,0.56,0.47,0.01,0.11,0.0,0.0,0.38,0.0,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.38,0.4,0.11,0.0,0.04,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Higher education,11393799,0.3,0.2,0.5,0.76,0.57,0.02,0.12,0.0,0.06,0.29,0.07,0.02,0.02,0.1,0.02,0.1,0.03,0.03,0.29,0.26,0.16,0.07,0.04,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Lower education,14953970,0.63,0.11,0.25,0.43,0.29,0.01,0.08,0.0,0.02,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.6,0.1,0.02,0.05,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Male,12689992,0.5,0.2,0.3,,0.36,0.03,0.09,0.0,0.08,0.12,0.09,0.01,0.01,0.06,0.02,0.07,0.03,0.01,0.11,0.46,0.15,0.09,0.06,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Old worker,9687037,0.43,0.16,0.41,0.59,,0.02,0.1,0.0,0.04,0.27,0.05,0.01,0.01,0.06,0.02,0.06,0.02,0.01,0.26,0.39,0.13,0.05,0.04,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Rural,13143186,0.73,0.11,0.16,0.29,0.23,0.02,0.07,0.0,0.02,0.11,0.02,0.0,0.0,0.03,0.01,0.02,0.01,0.0,0.12,0.69,0.08,0.03,0.04,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Total,26347768,0.47,0.16,0.37,0.56,0.41,0.02,0.1,0.0,0.04,0.26,0.05,0.01,0.01,0.05,0.01,0.05,0.02,0.01,0.25,0.43,0.13,0.05,0.05,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Urban,13204582,0.18,0.21,0.61,0.85,0.72,0.02,0.14,0.0,0.06,0.41,0.08,0.02,0.02,0.08,0.02,0.08,0.03,0.02,0.39,0.15,0.18,0.07,0.05,0.0
Ghana,GHA,Sub-Saharan Africa,2012,lss,Young worker,4991148,0.59,0.15,0.26,0.47,0.41,0.02,0.1,0.0,0.03,0.2,0.03,0.01,0.0,0.03,0.0,0.02,0.01,0.01,0.21,0.53,0.13,0.02,0.06,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Female,7469227,0.16,0.2,0.64,0.84,0.84,0.0,0.19,0.0,0.0,0.32,0.01,0.04,0.16,0.12,0.08,0.09,0.06,0.04,0.2,0.05,0.11,0.02,0.35,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Higher education,11881586,0.27,0.22,0.5,0.9,0.65,0.0,0.15,0.0,0.07,0.24,0.04,0.05,0.13,0.05,0.06,0.08,0.05,0.04,0.14,0.09,0.15,0.05,0.33,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Lower education,2745628,0.56,0.17,0.27,0.66,0.39,0.0,0.12,0.0,0.04,0.16,0.01,0.01,0.03,0.07,0.04,0.0,0.02,0.0,0.07,0.25,0.11,0.01,0.48,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Male,7157987,0.42,0.22,0.36,,0.52,0.0,0.12,0.0,0.09,0.17,0.05,0.04,0.09,0.01,0.04,0.05,0.04,0.03,0.09,0.17,0.16,0.06,0.36,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Old worker,5228904,0.31,0.22,0.48,0.85,,0.0,0.15,0.0,0.06,0.23,0.04,0.04,0.13,0.05,0.06,0.07,0.05,0.03,0.12,0.15,0.14,0.05,0.32,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Rural,7533604,0.56,0.16,0.27,0.68,0.42,0.0,0.1,0.0,0.06,0.14,0.02,0.01,0.06,0.04,0.03,0.03,0.02,0.01,0.09,0.23,0.11,0.03,0.45,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Total,14627214,0.33,0.21,0.46,0.84,0.63,0.0,0.15,0.0,0.06,0.22,0.04,0.04,0.11,0.05,0.05,0.07,0.04,0.03,0.13,0.13,0.14,0.05,0.36,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Urban,7093610,0.13,0.25,0.62,0.94,0.85,0.0,0.18,0.0,0.06,0.29,0.05,0.06,0.16,0.06,0.07,0.1,0.07,0.05,0.16,0.04,0.16,0.06,0.28,0.0
Guatemala,GTM,Latin America and Caribbean,2011,encov,Young worker,3086474,0.37,0.2,0.43,0.84,0.63,0.0,0.14,0.0,0.06,0.21,0.03,0.04,0.08,0.06,0.03,0.06,0.04,0.05,0.15,0.05,0.12,0.03,0.47,0.0
Guinea,GIN,Sub-Saharan Africa,2012,elep,Female,5849016,0.68,0.03,0.29,0.32,0.31,0.01,0.02,0.0,0.0,0.0,0.21,0.01,0.01,0.05,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Higher education,8727956,0.67,0.08,0.26,0.3,0.28,0.01,0.03,0.02,0.02,0.0,0.15,0.02,0.02,0.06,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Lower education,2524111,0.53,0.11,0.35,0.53,0.42,0.01,0.03,0.03,0.05,0.0,0.19,0.01,0.01,0.14,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Male,5403051,0.62,0.14,0.24,,0.31,0.01,0.03,0.05,0.05,0.0,0.08,0.04,0.03,0.1,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Old worker,3784643,0.64,0.08,0.28,0.32,,0.01,0.03,0.02,0.02,0.0,0.17,0.03,0.02,0.06,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Rural,7618820,0.86,0.05,0.1,0.13,0.13,0.01,0.02,0.01,0.01,0.0,0.06,0.0,0.01,0.03,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Total,11252067,0.65,0.08,0.27,0.32,0.31,0.01,0.03,0.02,0.02,0.0,0.15,0.02,0.02,0.07,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Urban,3633247,0.12,0.17,0.71,0.86,0.9,0.01,0.04,0.05,0.06,0.01,0.4,0.07,0.05,0.18,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,2012,elep,Young worker,2018008,0.69,0.07,0.23,0.31,0.31,0.01,0.03,0.02,0.02,0.0,0.1,0.01,0.01,0.12,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Female,753199,0.77,0.02,0.21,0.23,0.2,0.0,0.0,0.01,0.0,0.12,0.0,0.08,0.0,0.01,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Higher education,474919,0.38,0.18,0.44,0.69,0.43,0.0,0.02,0.09,0.07,0.13,0.04,0.19,0.0,0.08,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Lower education,987622,0.8,0.04,0.16,0.18,0.15,0.0,0.01,0.0,0.02,0.09,0.01,0.04,0.0,0.01,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Male,709342,0.68,0.1,0.22,,0.2,0.0,0.02,0.03,0.06,0.08,0.03,0.07,0.0,0.03,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Old worker,473722,0.68,0.08,0.24,0.24,,0.01,0.01,0.03,0.04,0.12,0.02,0.07,0.0,0.03,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Rural,887467,0.92,0.03,0.06,0.06,0.06,0.01,0.0,0.01,0.01,0.04,0.0,0.01,0.0,0.0,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Total,1462541,0.72,0.07,0.21,0.23,0.2,0.0,0.01,0.02,0.03,0.1,0.02,0.07,0.0,0.02,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Urban,575074,0.33,0.14,0.52,0.61,0.54,0.0,0.02,0.04,0.08,0.22,0.05,0.2,0.0,0.06,,,,,,,,,,
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,ilap,Young worker,317819,0.8,0.03,0.17,0.2,0.2,0.0,0.01,0.0,0.02,0.07,0.01,0.08,0.0,0.0,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2001,ecvh,Female,4194415,0.25,0.06,0.7,0.75,0.72,0.0,0.05,0.0,0.0,0.58,0.0,0.01,0.08,0.03,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2001,ecvh,Higher education,2366480,0.11,0.15,0.74,0.98,0.81,0.0,0.1,0.01,0.04,0.24,0.05,0.06,0.38,0.01,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2001,ecvh,Lower education,5724492,0.5,0.1,0.4,0.72,0.45,0.0,0.06,0.0,0.03,0.32,0.02,0.01,0.04,0.02,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2001,ecvh,Male,3896557,0.58,0.14,0.28,,0.37,0.0,0.09,0.0,0.05,0.09,0.04,0.02,0.12,0.01,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2012,ecvma,Old worker,4065649,0.37,0.08,0.55,0.8,,0.0,0.02,0.0,0.06,0.3,0.04,0.02,0.09,0.11,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2001,ecvh,Rural,4807075,0.6,0.07,0.33,0.63,0.33,0.0,0.04,0.0,0.02,0.26,0.01,0.01,0.05,0.01,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2012,ecvma,Total,10805830,0.37,0.09,0.54,0.81,0.61,0.0,0.02,0.0,0.06,0.3,0.04,0.01,0.08,0.11,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2012,ecvma,Urban,5183989,0.08,0.14,0.79,0.98,0.92,0.01,0.03,0.01,0.09,0.4,0.06,0.02,0.13,0.17,,,,,,,,,,
Haiti,HTI,Latin America and Caribbean,2001,ecvh,Young worker,1638837,0.5,0.12,0.39,0.72,0.5,0.0,0.08,0.0,0.03,0.22,0.02,0.02,0.08,0.05,,,,,,,,,,
Honduras,HND,Latin America and Caribbean,2016,ephpm,Female,4580933,0.08,0.2,0.72,0.92,0.91,0.0,0.19,0.0,0.0,0.37,0.01,0.05,0.03,0.26,0.03,0.06,0.08,0.04,0.37,0.04,0.15,0.02,0.19,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Higher education,2921283,0.1,0.22,0.68,0.97,0.84,0.0,0.17,0.01,0.04,0.29,0.05,0.08,0.05,0.21,0.06,0.1,0.13,0.07,0.26,0.04,0.14,0.06,0.15,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Lower education,5792173,0.39,0.22,0.38,0.87,0.47,0.0,0.14,0.01,0.07,0.22,0.03,0.02,0.01,0.1,0.01,0.0,0.02,0.0,0.22,0.2,0.17,0.05,0.32,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Male,4132523,0.38,0.23,0.38,,0.56,0.0,0.13,0.01,0.09,0.17,0.06,0.05,0.03,0.08,0.03,0.03,0.07,0.02,0.15,0.18,0.16,0.07,0.28,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Old worker,3466468,0.24,0.22,0.54,0.92,,0.0,0.15,0.01,0.06,0.25,0.04,0.05,0.04,0.16,0.04,0.06,0.08,0.03,0.24,0.15,0.16,0.06,0.18,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Rural,3998179,0.51,0.16,0.32,0.8,0.44,0.0,0.11,0.01,0.05,0.18,0.02,0.02,0.02,0.08,0.01,0.01,0.04,0.01,0.19,0.26,0.12,0.04,0.34,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Total,8713456,0.26,0.22,0.52,0.92,0.68,0.0,0.15,0.01,0.06,0.25,0.04,0.05,0.03,0.15,0.03,0.05,0.07,0.03,0.24,0.13,0.16,0.05,0.24,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Urban,4715277,0.07,0.27,0.67,0.99,0.91,0.0,0.19,0.01,0.07,0.3,0.06,0.07,0.04,0.2,0.04,0.07,0.1,0.05,0.28,0.03,0.19,0.07,0.17,0.0
Honduras,HND,Latin America and Caribbean,2016,ephpm,Young worker,1911399,0.32,0.22,0.45,0.91,0.68,0.0,0.15,0.01,0.06,0.26,0.03,0.03,0.02,0.12,0.01,0.02,0.05,0.03,0.22,0.06,0.15,0.04,0.4,0.0
Hungary,HUN,Europe and Central Asia,2007,hbs,Female,5216125,0.03,0.22,0.75,0.97,0.98,0.0,0.2,0.01,0.01,0.22,0.04,0.1,0.08,0.31,0.04,0.16,0.2,0.12,0.2,0.02,0.07,0.08,0.11,0.0
Hungary,HUN,Europe and Central Asia,2007,hbs,Higher education,9907011,0.06,0.33,0.61,0.97,0.96,0.0,0.23,0.02,0.09,0.18,0.08,0.08,0.08,0.19,0.06,0.12,0.14,0.06,0.16,0.04,0.21,0.12,0.09,0.0
Hungary,HUN,Europe and Central Asia,2003,hbs,Lower education,4148642,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Europe and Central Asia,2007,hbs,Male,4690886,0.09,0.43,0.48,,0.94,0.0,0.25,0.02,0.16,0.14,0.11,0.07,0.07,0.1,0.07,0.09,0.09,0.01,0.12,0.05,0.33,0.16,0.07,0.01
Hungary,HUN,Europe and Central Asia,2007,hbs,Old worker,5605769,0.06,0.32,0.61,0.97,,0.0,0.22,0.02,0.09,0.17,0.08,0.08,0.08,0.2,0.06,0.12,0.14,0.06,0.15,0.04,0.21,0.12,0.09,0.0
Hungary,HUN,Europe and Central Asia,2007,hbs,Rural,3381060,0.13,0.37,0.5,0.93,0.92,0.0,0.26,0.02,0.09,0.14,0.08,0.05,0.08,0.15,0.04,0.06,0.09,0.05,0.15,0.08,0.23,0.17,0.12,0.0
Hungary,HUN,Europe and Central Asia,2007,hbs,Total,9907011,0.06,0.33,0.61,0.97,0.96,0.0,0.23,0.02,0.09,0.18,0.08,0.08,0.08,0.19,0.06,0.12,0.14,0.06,0.16,0.04,0.21,0.12,0.09,0.0
Hungary,HUN,Europe and Central Asia,2007,hbs,Urban,6525951,0.03,0.32,0.65,0.98,0.98,0.0,0.21,0.02,0.09,0.2,0.07,0.1,0.07,0.21,0.07,0.15,0.16,0.06,0.16,0.02,0.2,0.1,0.07,0.01
Hungary,HUN,Europe and Central Asia,2007,hbs,Young worker,1302741,0.04,0.46,0.5,0.98,0.96,0.0,0.3,0.01,0.15,0.24,0.05,0.05,0.04,0.12,0.02,0.07,0.14,0.05,0.21,0.02,0.25,0.14,0.11,0.0
India,IND,South Asia,2011,nsss,Female,529146764,0.6,0.19,0.21,0.4,0.47,0.1,0.04,0.05,0.0,0.06,0.01,0.01,0.14,0.0,0.04,0.04,0.04,0.02,0.05,0.34,0.11,0.01,0.35,0.0
India,IND,South Asia,2011,nsss,Higher education,402860806,0.33,0.25,0.42,0.66,0.61,0.06,0.09,0.08,0.01,0.21,0.03,0.02,0.16,0.0,0.11,0.07,0.07,0.04,0.11,0.24,0.13,0.07,0.16,0.0
India,IND,South Asia,2011,nsss,Lower education,685394849,0.59,0.25,0.16,0.29,0.51,0.06,0.06,0.13,0.0,0.11,0.0,0.0,0.05,0.0,0.04,0.01,0.0,0.0,0.05,0.33,0.13,0.04,0.4,0.0
India,IND,South Asia,2011,nsss,Male,559108891,0.43,0.27,0.3,,0.59,0.05,0.08,0.13,0.01,0.18,0.01,0.01,0.09,0.0,0.08,0.04,0.03,0.02,0.09,0.27,0.14,0.06,0.27,0.0
India,IND,South Asia,2011,nsss,Old worker,505769759,0.47,0.23,0.29,0.39,,0.06,0.07,0.1,0.01,0.16,0.01,0.01,0.11,0.0,0.08,0.04,0.04,0.02,0.08,0.29,0.12,0.05,0.28,0.0
India,IND,South Asia,2011,nsss,Rural,774430086,0.63,0.21,0.17,0.25,0.43,0.04,0.05,0.11,0.0,0.1,0.0,0.0,0.06,0.0,0.04,0.02,0.02,0.01,0.05,0.39,0.11,0.03,0.34,0.0
India,IND,South Asia,2011,nsss,Total,1088255655,0.47,0.25,0.28,0.4,0.56,0.06,0.07,0.11,0.01,0.16,0.01,0.01,0.1,0.0,0.07,0.04,0.03,0.02,0.08,0.29,0.13,0.05,0.29,0.0
India,IND,South Asia,2011,nsss,Urban,313825569,0.07,0.36,0.57,0.91,0.95,0.11,0.13,0.1,0.02,0.3,0.04,0.03,0.21,0.0,0.16,0.09,0.07,0.05,0.15,0.04,0.19,0.1,0.16,0.0
India,IND,South Asia,2011,nsss,Young worker,203835421,0.44,0.34,0.22,0.47,0.56,0.08,0.09,0.15,0.01,0.14,0.01,0.01,0.07,0.0,0.04,0.02,0.02,0.02,0.08,0.26,0.18,0.06,0.33,0.0
Indonesia,IDN,East Asia and Pacific,2014,susen,Female,125056447,0.32,0.15,0.53,0.68,0.81,0.0,0.14,0.0,0.0,0.31,0.01,0.01,0.2,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Higher education,226387131,0.29,0.22,0.5,0.72,0.75,0.01,0.14,0.0,0.07,0.23,0.05,0.02,0.19,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Lower education,25000720,0.56,0.16,0.28,0.44,0.44,0.02,0.09,0.0,0.06,0.17,0.03,0.0,0.07,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Male,126331404,0.32,0.25,0.43,,0.69,0.02,0.12,0.0,0.1,0.18,0.07,0.01,0.16,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Old worker,124892056,0.33,0.2,0.47,0.66,,0.01,0.12,0.0,0.06,0.22,0.05,0.01,0.18,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Rural,125458507,0.54,0.16,0.29,0.45,0.52,0.01,0.09,0.0,0.06,0.15,0.03,0.0,0.11,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Total,251387851,0.32,0.21,0.47,0.68,0.74,0.01,0.13,0.0,0.06,0.23,0.05,0.01,0.18,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Urban,125929344,0.09,0.26,0.65,0.93,0.95,0.01,0.17,0.0,0.07,0.31,0.06,0.02,0.25,0.01,,,,,,,,,,
Indonesia,IDN,East Asia and Pacific,2014,susen,Young worker,43462499,0.26,0.26,0.47,0.81,0.74,0.01,0.19,0.0,0.06,0.25,0.04,0.02,0.16,0.01,,,,,,,,,,
Iraq,IRQ,Middle East and North Africa,2012,hses,Female,17199515,0.04,0.08,0.88,0.96,0.87,0.02,0.02,0.02,0.02,0.12,0.03,0.64,0.09,0.0,0.03,0.0,0.0,0.24,0.46,0.0,0.0,0.0,0.27,0.0
Iraq,IRQ,Middle East and North Africa,2012,hses,Lower education,9960560,0.06,0.43,0.52,0.84,0.92,0.04,0.07,0.27,0.05,0.01,0.02,0.41,0.08,0.0,0.01,0.02,0.06,0.01,0.31,0.04,0.12,0.15,0.27,0.0
Iraq,IRQ,Middle East and North Africa,2012,hses,Male,17005431,0.04,0.37,0.59,,0.93,0.05,0.07,0.21,0.04,0.04,0.04,0.43,0.08,0.0,0.1,0.07,0.25,0.01,0.2,0.02,0.09,0.09,0.18,0.0
Iraq,IRQ,Middle East and North Africa,2012,hses,Old worker,12129093,0.04,0.29,0.67,0.96,,0.04,0.06,0.15,0.04,0.06,0.04,0.5,0.08,0.0,0.1,0.07,0.25,0.02,0.22,0.02,0.08,0.09,0.16,0.0
Iraq,IRQ,Middle East and North Africa,2012,hses,Rural,10852535,0.06,0.32,0.62,0.78,0.91,0.04,0.06,0.19,0.03,0.02,0.02,0.5,0.08,0.0,0.04,0.05,0.18,0.0,0.28,0.0,0.09,0.14,0.22,0.0
Iraq,IRQ,Middle East and North Africa,2012,hses,Total,34204946,0.04,0.33,0.63,0.96,0.93,0.04,0.06,0.18,0.04,0.05,0.03,0.46,0.08,0.0,0.09,0.07,0.24,0.02,0.21,0.02,0.08,0.09,0.18,0.0
Iraq,IRQ,Middle East and North Africa,2012,hses,Young worker,6907319,0.07,0.51,0.42,0.87,0.93,0.05,0.06,0.34,0.05,0.02,0.02,0.28,0.09,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.17,0.0,0.76,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Female,4217190,0.01,0.11,0.88,0.99,1.0,0.0,0.1,0.01,0.01,0.07,0.03,0.06,0.67,0.06,0.01,0.59,0.1,0.07,0.08,0.01,0.06,0.0,0.07,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Higher education,4468773,0.02,0.16,0.82,1.0,0.98,0.01,0.1,0.01,0.05,0.16,0.08,0.05,0.48,0.05,0.01,0.33,0.08,0.07,0.26,0.01,0.13,0.06,0.04,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Lower education,4098996,0.08,0.3,0.61,0.92,0.91,0.01,0.16,0.0,0.12,0.2,0.11,0.01,0.22,0.08,0.0,0.0,0.02,0.03,0.32,0.06,0.28,0.15,0.12,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Male,4350579,0.05,0.23,0.72,,0.95,0.01,0.12,0.01,0.09,0.19,0.1,0.03,0.34,0.06,0.01,0.15,0.05,0.06,0.32,0.04,0.2,0.11,0.07,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Old worker,3427995,0.04,0.21,0.75,0.99,,0.01,0.12,0.01,0.07,0.16,0.09,0.04,0.4,0.06,0.01,0.24,0.07,0.07,0.26,0.03,0.17,0.1,0.06,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Rural,1060770,0.09,0.11,0.8,0.95,0.88,0.01,0.05,0.01,0.03,0.07,0.03,0.02,0.64,0.03,0.0,0.2,0.05,0.06,0.34,0.08,0.09,0.09,0.09,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Total,8567769,0.04,0.21,0.75,0.99,0.96,0.01,0.12,0.01,0.08,0.17,0.09,0.04,0.39,0.06,0.01,0.22,0.06,0.06,0.28,0.03,0.18,0.09,0.07,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Urban,7506999,0.04,0.22,0.74,1.0,0.96,0.01,0.13,0.01,0.08,0.18,0.09,0.04,0.36,0.06,0.01,0.22,0.06,0.06,0.27,0.03,0.19,0.09,0.07,0.0
Jordan,JOR,Middle East and North Africa,2016,lmps,Young worker,1701079,0.04,0.23,0.73,1.0,0.96,0.01,0.11,0.0,0.1,0.22,0.08,0.02,0.34,0.06,0.0,0.1,0.03,0.03,0.41,0.04,0.23,0.05,0.11,0.0
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Female,9072588,0.05,0.08,0.87,0.95,0.96,0.01,0.02,0.02,0.02,0.18,0.09,0.05,0.46,0.09,,,,,,,,,,
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Higher education,16857571,0.08,0.2,0.71,0.95,0.92,0.04,0.04,0.04,0.09,0.14,0.14,0.04,0.31,0.09,,,,,,,,,,
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Male,7784983,0.11,0.32,0.57,,0.9,0.06,0.06,0.05,0.16,0.1,0.19,0.03,0.17,0.08,,,,,,,,,,
