,Country Code,Year of Survey,Country name,Region,Region Code,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
700,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Higher education,4025862,0.22,0.29,0.46,0.03,0.7,0.74,0.37,0.28,0.09,2197826.0,0.73,0.62,0.12,0.69,0.1,0.94,0.06,0.88,0.12,0.68,0.27,0.05,0.69,0.31,0.37,0.4,0.31,0.13,0.1,0.2,0.7,0.94,0.86,0.0,0.13,0.01,0.07,0.3,0.04,0.08,0.28,0.0,0.05,0.1,0.1,0.07,0.21,0.08,0.14,0.05,0.19,0.0,41.0,0.27,0.36,10424.81,,4.74,2030421.25,,922.63,1886455.0,2010498.75,2050000.0,0.89,1.59,0.0,0.0,0.6,0.4
701,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Lower education,2847634,0.41,0.06,0.43,0.1,0.5,0.49,0.37,0.28,0.09,1049013.0,0.75,0.58,0.31,0.72,0.13,0.96,0.04,0.9,0.1,0.38,0.57,0.05,0.93,0.07,0.13,0.12,0.07,0.02,0.37,0.21,0.43,0.69,0.63,0.0,0.1,0.0,0.1,0.22,0.02,0.02,0.16,0.0,0.01,0.0,0.01,0.01,0.17,0.31,0.17,0.05,0.28,0.0,41.0,0.39,0.33,7844.91,,3.56,1668713.88,,758.27,1600000.0,1930078.75,1489306.5,0.89,1.59,0.02,0.45,0.52,0.0
702,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Male,3464451,0.31,0.2,0.43,0.06,0.61,0.64,0.37,0.28,0.09,1917219.0,0.87,,0.06,0.83,0.12,0.95,0.05,0.89,0.11,0.59,0.34,0.07,0.77,0.23,0.31,0.29,0.23,0.08,0.22,0.28,0.5,,0.78,0.0,0.14,0.01,0.13,0.25,0.05,0.06,0.14,0.0,0.04,0.04,0.07,0.04,0.13,0.17,0.22,0.08,0.21,0.0,41.0,0.24,0.39,9889.77,,4.49,2026571.88,,920.88,1787167.88,2000000.0,2142041.75,,1.59,0.01,0.21,0.56,0.22
703,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Old worker,3055162,0.0,0.0,1.0,0.0,0.64,1.0,0.37,0.28,0.09,2483166.0,0.81,0.68,,0.79,0.13,0.97,0.03,,,0.54,0.4,0.06,0.75,0.25,0.39,0.34,0.25,0.11,0.19,0.2,0.61,0.85,,0.0,0.12,0.01,0.07,0.26,0.04,0.06,0.25,0.0,0.05,0.08,0.07,0.04,0.2,0.17,0.15,0.06,0.18,0.0,41.0,0.31,0.35,10800.0,,4.91,2078079.0,,944.28,1800000.0,2050000.0,2118484.5,0.89,1.59,0.01,0.3,0.5,0.18
704,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Rural,2640668,0.33,0.18,0.42,0.06,0.0,0.6,0.37,0.28,0.09,1148095.0,0.72,0.54,0.2,0.69,0.15,0.96,0.04,0.89,0.11,0.4,0.56,0.04,0.88,0.12,0.26,0.17,0.12,0.06,0.48,0.15,0.37,0.59,0.55,0.0,0.08,0.0,0.06,0.17,0.02,0.02,0.15,0.0,0.01,0.04,0.02,0.02,0.13,0.39,0.1,0.04,0.24,0.0,41.0,0.44,0.27,8888.89,,4.04,1800000.0,,817.93,1687880.75,1800000.0,1845000.0,0.89,1.59,0.01,0.29,0.56,0.13
705,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Total,6873496,0.3,0.2,0.44,0.06,0.62,0.64,0.56,0.47,0.1,3246839.0,0.74,0.61,0.14,0.7,0.11,0.95,0.05,0.88,0.12,0.58,0.37,0.05,0.77,0.23,0.32,0.31,0.23,0.09,0.19,0.2,0.61,0.86,0.83,0.0,0.12,0.0,0.08,0.28,0.03,0.06,0.24,0.0,0.04,0.07,0.07,0.05,0.2,0.16,0.15,0.05,0.22,0.0,41.0,0.31,0.35,9777.78,,4.44,2000000.0,,908.81,1700000.0,2000000.0,2004467.25,0.89,1.59,0.01,0.21,0.56,0.21
706,PRY,2017,Paraguay,Latin America and Caribbean,LCN,eph,Young worker,1340821,0.0,1.0,0.0,0.0,0.64,1.0,0.37,0.28,0.09,763673.0,0.57,0.43,0.14,0.5,0.05,0.88,0.12,0.88,0.12,0.72,0.27,0.01,0.85,0.15,0.14,0.21,0.15,0.02,0.17,0.22,0.6,0.91,0.83,0.0,0.12,0.0,0.1,0.32,0.02,0.05,0.2,0.0,0.01,0.01,0.08,0.07,0.2,0.12,0.14,0.04,0.33,0.0,41.0,0.31,0.34,7870.37,,3.58,1648608.88,,749.13,1568189.0,1608399.0,1668023.25,0.89,1.59,0.01,0.06,0.67,0.26
707,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Higher education,134602666,0.11,0.11,0.59,0.18,0.73,0.7,0.34,0.19,0.14,66447003.41,0.7,0.66,0.42,0.63,0.04,0.9,0.1,0.75,0.25,0.94,0.03,0.02,,,0.93,,,0.46,0.04,0.3,0.66,0.98,0.98,0.03,0.14,0.05,0.08,0.22,0.1,0.06,0.07,0.2,0.08,0.27,0.13,0.07,0.18,0.0,0.07,0.09,0.11,0.0,41.0,0.15,0.16,107.94,66.54,6.46,20000.0,12330.24,1196.92,15000.0,23000.0,19800.0,0.68,0.84,0.0,0.0,0.74,0.26
708,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Lower education,9733209,0.82,0.0,0.02,0.17,0.61,0.02,0.34,0.19,0.14,10279.67,0.07,0.0,,0.07,,,,,,1.0,0.0,0.0,,,1.0,,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,38.89,23.98,2.33,7000.0,4315.58,418.92,7000.0,,,,,0.31,0.38,0.31,0.0
709,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Male,61840002,0.18,0.12,0.57,0.12,0.71,0.69,0.34,0.19,0.14,32195747.37,0.75,,0.4,0.66,0.03,0.88,0.12,0.71,0.29,0.95,0.02,0.03,,,0.91,,,0.37,0.07,0.42,0.51,,0.96,0.05,0.17,0.07,0.14,0.17,0.14,0.04,0.08,0.07,0.15,0.17,0.08,0.03,0.17,0.0,0.18,0.18,0.05,0.0,41.0,0.1,0.23,122.22,75.35,7.31,25000.0,15412.8,1496.15,15000.0,25000.0,25000.0,,0.84,0.0,0.0,0.75,0.25
710,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Old worker,80117070,0.0,0.0,1.0,0.0,0.73,1.0,0.34,0.19,0.14,60738421.82,0.76,0.7,,0.69,0.04,0.92,0.08,,,0.95,0.03,0.02,,,0.93,,,0.47,0.04,0.3,0.65,0.98,,0.03,0.14,0.05,0.08,0.21,0.1,0.07,0.07,0.2,0.09,0.27,0.13,0.07,0.17,0.0,0.08,0.09,0.1,0.0,41.0,0.15,0.16,110.44,68.09,6.61,20000.0,12330.24,1196.92,15000.0,23600.0,20000.0,0.68,0.84,0.0,0.0,0.73,0.26
711,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Rural,39635286,0.18,0.11,0.56,0.16,0.0,0.66,0.34,0.19,0.14,16457729.16,0.62,0.55,0.41,0.52,0.02,0.83,0.17,0.57,0.43,0.96,0.03,0.01,,,0.93,,,0.61,0.14,0.25,0.62,0.92,0.92,0.02,0.11,0.05,0.06,0.15,0.07,0.06,0.09,0.24,0.08,0.31,0.11,0.08,0.12,0.0,0.04,0.2,0.07,0.0,41.0,0.17,0.19,82.79,51.04,4.95,15000.0,9247.68,897.69,13000.0,20000.0,15000.0,0.68,0.84,0.0,0.01,0.73,0.26
712,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Total,144335875,0.16,0.1,0.56,0.18,0.73,0.66,0.52,0.24,0.28,66457283.08,0.7,0.66,0.42,0.63,0.04,0.9,0.1,0.75,0.25,0.94,0.03,0.02,,,0.93,,,0.46,0.04,0.3,0.66,0.98,0.98,0.03,0.14,0.05,0.08,0.22,0.1,0.06,0.07,0.2,0.08,0.27,0.13,0.07,0.18,0.0,0.07,0.09,0.11,0.0,41.0,0.15,0.16,107.94,66.54,6.46,20000.0,12330.24,1196.92,15000.0,23000.0,19800.0,0.68,0.84,0.0,0.0,0.74,0.26
713,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Urban,104700589,0.15,0.1,0.55,0.19,1.0,0.65,0.34,0.19,0.14,49999553.92,0.73,0.7,0.42,0.68,0.04,0.93,0.07,0.82,0.18,0.94,0.03,0.03,,,0.92,,,0.42,0.02,0.32,0.67,0.99,0.99,0.03,0.15,0.05,0.08,0.24,0.11,0.07,0.06,0.19,0.09,0.27,0.13,0.06,0.19,0.0,0.08,0.07,0.11,0.0,41.0,0.15,0.15,116.4,71.76,6.97,21000.0,12946.75,1256.77,18000.0,25000.0,20000.0,0.68,0.84,0.0,0.0,0.74,0.26
714,RUS,2016,Russian Federation,Europe and Central Asia,ECS,rlms,Young worker,14762302,0.0,1.0,0.0,0.0,0.71,1.0,0.34,0.19,0.14,5718861.26,0.39,0.37,0.42,0.29,0.03,0.75,0.25,0.75,0.25,0.94,0.05,0.01,,,0.86,,,0.33,0.02,0.23,0.74,1.0,0.98,0.03,0.11,0.03,0.06,0.37,0.09,0.05,0.05,0.18,0.0,0.32,0.1,0.0,0.38,0.0,0.0,0.0,0.2,0.0,41.0,0.16,0.17,100.0,61.65,5.98,18000.0,11097.21,1077.23,15000.0,20000.0,17000.0,0.68,0.84,0.0,0.0,0.75,0.25
715,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Female,5967091,0.41,0.2,0.36,0.04,0.17,0.55,0.45,0.42,0.03,2863166.55,0.87,0.87,0.03,0.85,1.14,0.97,0.03,0.96,0.04,0.19,0.81,0.0,0.05,0.03,,0.35,0.36,0.02,0.83,0.02,0.15,0.17,0.22,0.0,0.01,0.0,0.01,0.07,0.01,0.0,0.03,0.05,0.0,0.02,0.0,0.0,0.07,0.73,0.01,0.0,0.15,0.0,28.0,0.76,0.09,125.0,106.79,0.52,24300.0,21357.9,100.85,10000.0,24800.0,30000.0,,3.97,0.19,0.42,0.35,0.04
716,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Higher education,2466017,0.41,0.32,0.26,0.0,0.31,0.59,0.45,0.42,0.03,983112.48,0.69,0.66,0.02,0.64,0.99,0.92,0.08,0.92,0.08,0.44,0.56,0.0,0.13,0.21,,0.57,0.64,0.14,0.45,0.1,0.45,0.47,0.36,0.01,0.03,0.01,0.06,0.13,0.05,0.02,0.17,0.08,0.03,0.14,0.03,0.02,0.16,0.42,0.06,0.02,0.11,0.0,28.0,0.48,0.28,345.68,295.32,1.43,70000.0,61510.74,290.5,30000.0,100000.0,70000.0,0.77,3.97,0.0,0.0,0.78,0.22
717,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Lower education,8966030,0.42,0.17,0.37,0.04,0.13,0.54,0.45,0.42,0.03,4391102.98,0.92,0.93,0.03,0.91,1.2,0.99,0.01,0.99,0.01,0.25,0.75,0.0,0.07,0.01,,0.11,0.11,0.01,0.79,0.06,0.15,0.12,0.29,0.01,0.02,0.0,0.03,0.07,0.02,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.07,0.68,0.03,0.01,0.22,0.0,28.0,0.73,0.12,66.14,56.5,0.27,14000.0,12814.74,58.1,10000.0,27000.0,12000.0,0.77,3.97,0.2,0.54,0.26,0.0
718,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Male,5464956,0.43,0.2,0.34,0.03,0.18,0.54,0.45,0.42,0.03,2511048.9,0.86,,0.02,0.85,1.19,0.99,0.01,0.98,0.02,0.38,0.62,0.0,0.11,0.06,,0.3,0.35,0.04,0.62,0.12,0.26,,0.39,0.02,0.03,0.0,0.07,0.09,0.05,0.0,0.05,0.07,0.01,0.03,0.01,0.0,0.1,0.52,0.05,0.03,0.25,0.0,28.0,0.6,0.22,158.73,135.61,0.66,30000.0,25629.48,124.5,10000.0,40000.0,40000.0,,3.97,0.13,0.44,0.38,0.05
719,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Old worker,3976878,0.0,0.0,1.0,0.0,0.18,1.0,0.45,0.42,0.03,3836609.25,0.97,0.97,,0.95,1.22,0.98,0.02,,,0.26,0.74,0.0,0.05,0.06,,0.44,0.52,0.04,0.75,0.07,0.19,0.15,,0.01,0.02,0.0,0.04,0.08,0.03,0.0,0.05,0.03,0.01,0.03,0.01,0.0,0.08,0.65,0.03,0.02,0.16,0.0,28.0,0.69,0.13,250.0,213.58,1.04,50000.0,42715.79,207.5,13500.0,45000.0,54931.0,0.77,3.97,0.23,0.42,0.31,0.05
720,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Rural,9459382,0.43,0.19,0.34,0.04,0.0,0.53,0.45,0.42,0.03,4425704.69,0.89,0.9,0.02,0.88,1.2,0.99,0.01,0.99,0.01,0.23,0.77,0.0,0.05,0.02,,0.29,0.32,0.02,0.83,0.05,0.12,0.08,0.21,0.01,0.01,0.0,0.03,0.05,0.02,0.0,0.02,0.03,0.0,0.01,0.0,0.0,0.05,0.72,0.02,0.01,0.18,0.0,28.0,0.76,0.09,111.11,94.92,0.46,20000.0,17086.32,83.0,10000.0,30000.0,27000.0,0.77,3.97,0.18,0.46,0.34,0.03
721,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Total,11432047,0.42,0.2,0.35,0.03,0.17,0.55,0.83,0.77,0.06,5374215.46,0.86,0.87,0.03,0.84,1.17,0.98,0.02,0.97,0.03,0.28,0.72,0.0,,,,0.32,0.35,0.03,0.73,0.07,0.2,0.17,0.3,0.01,0.02,0.0,0.04,0.08,0.03,0.0,0.04,0.06,0.01,0.03,0.01,0.0,0.08,0.63,0.03,0.01,0.2,0.0,28.0,0.69,0.15,148.15,126.57,0.61,30000.0,25629.48,124.5,10000.0,40000.0,31500.0,0.77,3.97,0.16,0.43,0.36,0.04
722,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Urban,1972665,0.36,0.25,0.37,0.02,1.0,0.62,0.45,0.42,0.03,948510.77,0.79,0.77,0.04,0.71,1.01,0.91,0.09,0.88,0.12,0.56,0.44,0.0,0.24,0.15,,0.35,0.39,0.08,0.24,0.13,0.63,0.66,0.8,0.01,0.04,0.01,0.08,0.22,0.08,0.02,0.12,0.19,0.02,0.08,0.02,0.02,0.25,0.21,0.08,0.04,0.28,0.0,28.0,0.34,0.44,211.64,180.81,0.88,42000.0,38416.88,174.3,20000.0,67500.0,40000.0,0.77,3.97,0.07,0.31,0.49,0.13
723,RWA,2013,Rwanda,Sub-Saharan Africa,SSF,eicv,Young worker,2280825,0.0,1.0,0.0,0.0,0.21,1.0,0.45,0.42,0.03,1537606.2,0.69,0.69,0.03,0.67,1.04,0.97,0.03,0.97,0.03,0.33,0.67,0.0,0.15,0.01,,0.1,0.05,0.01,0.7,0.07,0.24,0.22,0.3,0.01,0.01,0.0,0.04,0.08,0.03,0.0,0.01,0.11,0.0,0.01,0.0,0.0,0.08,0.59,0.02,0.01,0.28,0.0,28.0,0.68,0.18,44.44,37.97,0.18,10000.0,8543.16,41.5,7000.0,20000.0,10000.0,0.77,3.97,0.05,0.45,0.46,0.04
724,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Female,14400422,0.41,0.2,0.35,0.04,0.35,0.56,0.47,0.43,0.04,1912474.16,0.24,0.24,0.43,0.18,,0.77,0.23,0.68,0.32,0.34,0.59,0.03,,,,,,,0.43,0.02,0.51,0.57,0.45,0.0,0.02,0.0,0.01,0.04,0.01,0.02,0.15,0.29,,,,,,,,,,,,,,1.75,1.98,1.39,315.0,356.72,251.01,90.0,346.5,337.5,,,0.59,0.14,0.27,0.0
725,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Higher education,11544043,0.52,0.19,0.28,0.01,0.45,0.47,0.47,0.43,0.04,2457094.46,0.46,0.22,0.16,0.4,,0.88,0.12,0.75,0.25,0.63,0.29,0.05,,,,,,,0.13,0.12,0.73,0.86,0.8,0.01,0.03,0.02,0.07,0.1,0.06,0.03,0.28,0.26,,,,,,,,,,,,,,2.25,2.55,1.79,405.0,458.64,322.73,225.0,450.0,405.0,0.9,,0.0,0.0,0.98,0.02
726,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Lower education,17655130,0.36,0.2,0.38,0.06,0.3,0.58,0.47,0.43,0.04,5100998.42,0.5,0.25,0.35,0.43,,0.87,0.13,0.81,0.19,0.37,0.54,0.06,,,,,,,0.42,0.09,0.49,0.45,0.55,0.0,0.01,0.01,0.06,0.08,0.05,0.0,0.07,0.28,,,,,,,,,,,,,,1.5,1.7,1.2,270.0,305.76,215.15,180.0,315.0,300.0,0.9,,0.7,0.23,0.07,0.0
727,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Male,14794267,0.44,0.19,0.33,0.05,0.36,0.51,0.47,0.43,0.04,5645340.78,0.74,,0.1,0.67,,0.91,0.09,0.84,0.16,0.5,0.42,0.07,,,,,,,0.29,0.12,0.58,,0.66,0.01,0.02,0.01,0.08,0.1,0.06,0.01,0.14,0.27,,,,,,,,,,,,,,1.75,1.98,1.39,315.0,356.72,251.01,202.5,315.0,337.5,,,0.44,0.2,0.35,0.0
728,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Old worker,9925859,0.0,0.0,1.0,0.0,0.39,1.0,0.47,0.43,0.04,5867724.14,0.59,0.28,,0.53,,0.9,0.1,,,0.47,0.44,0.06,,,,,,,0.3,0.09,0.59,0.6,,0.01,0.02,0.01,0.06,0.09,0.06,0.02,0.15,0.27,,,,,,,,,,,,,,1.88,2.12,1.49,337.5,382.2,268.94,216.0,360.0,355.5,0.9,,0.62,0.13,0.25,0.01
729,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Rural,18805333,0.45,0.19,0.32,0.04,0.0,0.51,0.47,0.43,0.04,4870072.79,0.51,0.27,0.31,0.44,,0.86,0.14,0.79,0.21,0.37,0.56,0.05,,,,,,,0.48,0.08,0.43,0.38,0.47,0.0,0.01,0.01,0.05,0.07,0.04,0.0,0.08,0.24,,,,,,,,,,,,,,1.39,1.57,1.11,250.0,283.11,199.21,180.0,270.0,315.0,0.9,,0.63,0.16,0.21,0.0
730,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Total,29199173,0.42,0.19,0.34,0.04,0.36,0.53,0.87,0.79,0.08,7558092.88,0.48,0.24,0.27,0.42,,0.87,0.13,0.79,0.21,0.46,0.45,0.06,,,,,,,0.32,0.1,0.57,0.57,0.61,0.01,0.02,0.01,0.06,0.09,0.05,0.01,0.14,0.27,,,,,,,,,,,,,,1.75,1.98,1.39,315.0,356.72,251.01,180.0,324.0,337.5,0.9,,0.52,0.17,0.31,0.0
731,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Urban,10393841,0.38,0.21,0.37,0.04,1.0,0.58,0.47,0.43,0.04,2688020.09,0.45,0.19,0.21,0.4,,0.9,0.1,0.79,0.21,0.62,0.27,0.07,,,,,,,0.05,0.13,0.8,0.96,0.95,0.01,0.03,0.01,0.08,0.12,0.07,0.03,0.24,0.34,,,,,,,,,,,,,,2.17,2.46,1.73,391.5,443.36,311.97,315.0,450.0,391.5,0.9,,0.32,0.18,0.49,0.01
732,SDN,2009,Sudan,Sub-Saharan Africa,SSF,nbhs,Young worker,5687586,0.0,1.0,0.0,0.0,0.38,1.0,0.47,0.43,0.04,1690368.73,0.3,0.17,0.27,0.24,,0.79,0.21,0.79,0.21,0.43,0.5,0.03,,,,,,,0.39,0.11,0.46,0.45,0.61,0.0,0.01,0.01,0.08,0.06,0.04,0.0,0.08,0.28,,,,,,,,,,,,,,1.25,1.42,1.0,225.0,254.8,179.29,135.0,270.0,292.5,0.9,,0.35,0.24,0.41,0.0
733,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Female,7737652,0.41,0.19,0.35,0.04,0.41,0.55,0.48,0.44,0.04,1631365.67,0.5,0.5,0.41,0.48,,0.97,0.03,0.97,0.03,0.16,0.84,0.0,0.89,0.04,0.27,,0.05,0.01,0.49,0.06,0.46,0.51,0.4,0.0,0.05,0.0,0.0,0.32,0.01,0.0,0.01,0.12,,,,,,,,,,,,,,263.89,255.2,1.07,47500.0,45936.67,193.47,22500.0,80000.0,50000.0,,1.6,0.64,0.14,0.2,0.02
734,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Higher education,3348358,0.45,0.3,0.25,0.01,0.58,0.55,0.48,0.44,0.04,628765.32,0.45,0.34,0.11,0.42,,0.93,0.07,0.94,0.06,0.55,0.44,0.0,0.66,0.27,0.68,,0.29,0.05,0.24,0.22,0.54,0.85,0.41,0.04,0.12,0.01,0.05,0.18,0.05,0.05,0.04,0.21,,,,,,,,,,,,,,833.33,805.91,3.39,150000.0,145063.16,610.95,80000.0,140000.0,150000.0,0.6,1.6,0.0,0.0,0.87,0.13
735,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Lower education,11401458,0.43,0.16,0.35,0.05,0.37,0.52,0.48,0.44,0.04,3221569.8,0.67,0.53,0.35,0.66,,0.98,0.02,0.98,0.02,0.18,0.82,0.0,0.91,0.03,0.18,,0.04,0.01,0.54,0.14,0.32,0.47,0.38,0.01,0.09,0.0,0.04,0.21,0.03,0.01,0.0,0.07,,,,,,,,,,,,,,277.78,268.64,1.13,50000.0,48354.39,203.65,40000.0,60000.0,50000.0,0.6,1.6,0.73,0.19,0.08,0.0
736,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Male,7012164,0.46,0.19,0.3,0.04,0.42,0.49,0.48,0.44,0.04,2218969.45,0.76,,0.14,0.75,,0.98,0.02,0.98,0.02,0.29,0.71,0.0,0.86,0.09,0.34,,0.1,0.02,0.5,0.22,0.28,,0.38,0.02,0.13,0.0,0.06,0.12,0.05,0.02,0.01,0.07,,,,,,,,,,,,,,444.44,429.82,1.81,80000.0,77367.02,325.84,50000.0,75000.0,100000.0,,1.6,0.53,0.16,0.28,0.03
737,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Old worker,4846724,0.0,0.0,1.0,0.0,0.48,1.0,0.48,0.44,0.04,2813331.33,0.71,0.58,,0.69,,0.97,0.03,,,0.27,0.73,0.0,0.84,0.09,0.37,,0.1,0.02,0.45,0.15,0.4,0.55,,0.02,0.09,0.0,0.04,0.24,0.04,0.01,0.01,0.09,,,,,,,,,,,,,,461.11,445.93,1.88,83000.0,80268.28,338.06,50000.0,80000.0,90000.0,0.6,1.6,0.68,0.14,0.16,0.02
738,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Rural,8617746,0.48,0.18,0.29,0.05,0.0,0.47,0.48,0.44,0.04,2262406.3,0.71,0.58,0.27,0.7,,0.99,0.01,0.99,0.01,0.08,0.92,0.0,0.93,0.02,0.16,,0.03,0.0,0.76,0.07,0.17,0.25,0.16,0.0,0.05,0.0,0.02,0.11,0.02,0.0,0.0,0.04,,,,,,,,,,,,,,250.0,241.77,1.02,45000.0,43518.95,183.28,25000.0,50000.0,54000.0,0.6,1.6,0.78,0.09,0.13,0.01
739,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Total,14749816,0.43,0.19,0.33,0.04,0.42,0.52,0.91,0.83,0.08,3850335.12,0.5,0.5,0.27,0.49,,0.97,0.03,0.98,0.02,0.23,0.76,0.0,0.93,0.07,0.32,,0.08,0.01,0.49,0.15,0.35,0.51,0.38,0.02,0.1,0.0,0.04,0.2,0.03,0.01,0.01,0.09,,,,,,,,,,,,,,416.67,402.95,1.7,75000.0,72531.58,305.47,45000.0,75000.0,75000.0,0.6,1.6,0.59,0.15,0.23,0.02
740,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Urban,6132070,0.36,0.22,0.38,0.04,1.0,0.6,0.48,0.44,0.04,1587928.82,0.53,0.41,0.27,0.5,,0.94,0.06,0.94,0.06,0.48,0.52,0.01,0.77,0.13,0.41,,0.14,0.03,0.07,0.29,0.64,0.96,0.92,0.03,0.18,0.01,0.07,0.34,0.06,0.03,0.02,0.19,,,,,,,,,,,,,,444.44,429.82,1.81,80000.0,77367.02,325.84,75000.0,80000.0,80000.0,0.6,1.6,0.37,0.22,0.36,0.04
741,SEN,2011,Senegal,Sub-Saharan Africa,SSF,esps,Young worker,2857989,0.0,1.0,0.0,0.0,0.47,1.0,0.48,0.44,0.04,1037003.79,0.47,0.34,0.27,0.46,,0.98,0.02,0.98,0.02,0.15,0.84,0.0,0.94,0.01,0.13,,0.03,0.01,0.62,0.17,0.22,0.4,0.38,0.02,0.12,0.0,0.03,0.09,0.02,0.01,0.0,0.1,,,,,,,,,,,,,,194.44,188.04,0.79,35000.0,33848.07,142.55,30000.0,50000.0,30000.0,0.6,1.6,0.44,0.17,0.36,0.03
742,SLB,2005,Solomon Islands,East Asia and Pacific,EAS,hies,Female,262154,0.4,0.2,0.38,0.02,0.16,0.58,0.41,0.39,0.02,101056.92,0.66,0.66,0.37,0.66,,,,,,0.11,0.89,0.0,,,,,,0.54,0.74,0.01,0.24,0.26,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.06,0.02,0.02,0.46,0.02,0.16,0.18,0.05,0.01,0.0,0.05,0.0,44.0,0.15,0.17,4.04,6.14,,724.5,1105.16,,519.23,228.46,731.25,,1.16,0.17,0.11,0.67,0.06
